lemma	codlem	gen	codmorf	keep	throwLst
cauterio	V1		VmF	c1017	D35GB
cautio	N3B	f	NcC	c1022	D35H3,D35H4,D35H1,D35H2
cautum	N2	n	NcB	c9986	D35H9,D35HA,D35HB
cauus	N2/1	*	Af-	c1028	15384,D35HF
caxa	N1	f	NcA	D3602	D3603
cayrellus	N2	m	NcB	D3610	D3611
cayronus	N2	m	NcB	D3614	D3615
caza	N1	f	NcA	D3619	D361B,D361A
cazo	V1		VmF	D361G	D361H
ceda	N1	f	NcA	D363H	D3640,D3641
cedo	V3		VmH	c1031	D3645
cedria	N1	f	NcA	c1037	D3647
ceius	N2/1	*	Af-	15431	D364H
celebratio	N3B	f	NcC	c1045	D3661
celebrator	N3B	m	NcC	c1046	D3662
celebro	V1		VmF	c1049	D365H,D3660
celeripes	N3A	*	Af-	c1054	D3670
celerium	N2	n	NcB	D3671	D3672
celeriuolus	N2/1	*	Af-	c1058	D3673
celero	V1		VmF	c1059	D366C
celha	N1	f	NcA	D367B	D367C
cella	N1	f	NcA	c1067	D3686,D3687,D3688,D3684,D3685
cellaria	N1	f	NcA	D368D	D368E
cellarium	N2	n	NcB	c1073	D368H
cellarius	N2	m	NcB	c1073	D3690
cellio	N3B	m	NcC	c1075	D3698
cellula	N1	f	NcA	c1076	D369D
celo	V1		VmF	c1078	D3655
celsiiugus	N2/1	*	Af-	c1082	D36A2
celticus	N2/1	*	Af-	15522	D36A7,D36A8
cena	N1	f	NcA	c1089	D36B5
cenaculatus	N2/1	*	Af-	c1093	D36B6
cenagium	N2	n	NcB	D36B8	D36B9
cenodoxia	N1	f	NcA	c1111	D36D4
censa	N1	f	NcA	D36DG	D36E0,D36E1,D36E2,D36E3,D36DH
censaria	N1	f	NcA	D36E4	D36E5
censarius	N2	m	NcB	D36E6	D36E7
censeo	V2		VmG	c1119	D36E9
censerius	N2	m	NcB	D36EB	D36EC
censor	N3B	m	NcC	c1123	D36F3
censorius	N2/1	*	Af-	c1125	15566,D36F5
censualis	N3A	*	Af-	c1126	D36F7
censura	N1	f	NcA	c1118	D36FB
census	N4	m	NcD	c1130	D36FC
centa	N1	f	NcA	D36FD	D36FE
centauria	N1	f	NcA	c1127	D36G0
centena	N1	f	NcA	c1134	D36G6,D36G3,D36G4,D36G5
centenarium	N2	n	NcB	c1129	D36GE,D36GA,D36GB,D36GC,D36GD
centesima	N1	f	NcA	c3987	D36H4
centonarius	N2	m	NcB	c4048	D3704
centonarius	N2/1	*	Af-	c4033	D3703
centro	N		NcP	D370D	D370E
centrum	N2	n	NcB	D370F	D370G
centum	N2	n	NcB	D3712	D3713
centunculus	N2	m	NcB	c1167	D3715
centuplico	V1		VmF	c1163	D3716
centuria	N1	f	NcA	c8165	D3719,D371A,D371B
centurio	N3B	m	NcC	c1171	D371F
centurio	V1		VmF	c1169	D371C
centus	N4	m	NcD	D3720	D3721,D3722
cenulentus	N2/1	*	Af-	D3724	D3725
ceparia	N1	f	NcA	D372C	D372D
cephalargia	N1	f	NcA	c1182	D3738
cephalicus	N2/1	*	Af-	c1184	D373B
ceppa	N1	f	NcA	D3743	D3744
ceppus	N2	m	NcB	D3746	D374B
cepus	N2	m	NcB	D374H	D3750,D3751
cera	N1	f	NcA	c1197	D3753
cerarius	N2	m	NcB	c1201	D3760,D3761
cerastes	N1	m	NcA	c1205	D3765
cerates	N1	m	NcA	c1208	D3768
ceratium	N2	n	NcB	c1213	D3769
ceraunium	N2	n	NcB	c9108	D376C
cercha	N1	f	NcA	D3775	D3776
cerclagium	N2	n	NcB	D3780	D3781
cerco	V1		VmF	D3770	D3771
cerea	N1	f	NcA	c1226	D3785
cerealis	N3B	m	NcC	D3788	D3789,D378A
cereofalum	N2	n	NcB	c1231	D3799
cereus	N2	m	NcB	c1233	D37A8
cergia	N1	f	NcA	D37AA	D37AB
ceria	N1	f	NcA	D37AE	D37AF
cericus	N2	m	NcB	D37B1	D37B2
cernentia	N1	f	NcA	c9924	D37C5
cernida	N1	f	NcA	D37C8	D37C9
cernuus	N2/1	*	Af-	c1249	D37D1,D37D2
cero	V1		VmF	c1250	D375G,D375H,D375F
ceroma	N1	f	NcA	c1252	D37DB
cerotarium	N2	n	NcB	c1215	D37DH
cerotum	N2	n	NcB	c9836	D37E2
certioro	V1		VmF	c1270	D37EF
certitas	N3B	f	NcC	c1272	D37EG
certus	N2/1	*	Af-	c1275	15893,D37F5
ceruella	N1	f	NcA	D37FC	D37FD
ceruelleria	N1	f	NcA	D37FE	D37FF
cerugia	N1	f	NcA	D37G1	D37G2
ceruical	N3B	n	NcC	D37G4	D37G5
ceruicatus	N2/1	*	Af-	c1283	$0172,D37G8
ceruicositas	N3B	f	NcC	c1284	D37GA
ceruicosus	N2/1	*	Af-	c1285	D37GB
ceruula	N1	f	NcA	c1291	D37H8
cesia	N1	f	NcA	D37HF	D37HG
cespes	N3B	m	NcC	D3805	D3806
cessatio	N3B	f	NcC	c1297	D380G
cessim	I		X--	c1301	D3812
cesso	V1		VmF	c1303	D380E
cessum	N2	n	NcB	c1023	D381C
cessus	N4	m	NcD	c1023	D381E,D381G,D381H
cesta	N1	f	NcA	D3820	D3822,D3821
cestus	N4	m	NcD	D382B	D382C
cetarius	N2	m	NcB	c1309	D382G
chaan	N		NcP	D384G	D384H
chacea	N1	f	NcA	D385B	D385C
chamulcus	N2	m	NcB	c1380	D389H
chapitellum	N2	n	NcB	D38BG	D38BH
chara	N1	f	NcA	c1383	D38C8,D38C9
chargia	N1	f	NcA	D38E5	D38E6,D38E7,D38E8
chariotus	N2	m	NcB	D38F1	D38F2
charreria	N1	f	NcA	D38H1	D38H2,D38H3
charruagium	N2	n	NcB	D3901	D3903
charrus	N2	m	NcB	D3902	D3906
chartarium	N2	n	NcB	c1398	D390E
chartarius	N2	m	NcB	c1398	D390F,D390G
chartiaticum	N2	n	NcB	c1400	D3913
chartoprates	N1	m	NcA	c1406	D391B
chartularii	N2	m	NcB	D391G	D391H
chartularius	N2	m	NcB	c1408	D3921
chasea	N1	f	NcA	D392B	D392C
chassia	N1	f	NcA	D3933	D3934
chasto	N3B	m	NcC	D393B	D393C
chaucia	N1	f	NcA	D394E	D394F
chele	N1	f	NcA	c1412	D396H
cheminus	N2	m	NcB	D397A	D397B
chiasmus	N2	m	NcB	c1439	D39C8
chimera	N1	f	NcA	D39DA	D39DB
chiueria	N1	f	NcA	D39G0	D39G1
chlaena	N1	f	NcA	c1461	D39G4
choenica	N1	f	NcA	c1470	D39GH
choerogryllus	N2	m	NcB	c1471	D39H1
choicus	N2/1	*	Af-	c1473	D39H2
cholonea	N1	f	NcA	D39H9	D39HA
chopina	N1	f	NcA	D3A01	D3A02
chora	N1	f	NcA	c1482	D3A06
choraulicus	N2/1	*	Af-	c1488	D3A0E
choreutes	N1	m	NcA	c1496	D3A1A
chorizo	V1		VmF	D3A23	D3A24
chrismon	N2	n	NcB	D3A40	D3A41
christus	N2/1	*	Af-	c1514	D3A4F
chronica	N1	f	NcA	D3A53	D3A54
chronicus	N2/1	*	Af-	c1520	D3A57
chrotta	N1	f	NcA	c1525	D3A59
chrysographatus	N2/1	*	Af-	c1549	D3A5H
ciborium	N2	n	NcB	c1575	D3A84
cibus	N2	m	NcB	c1576	D3A8B,D3A8C,D3A8A
cicada	N1	f	NcA	c1577	D3A8F
cicera	N1	f	NcA	c1585	D3A92
cicindela	N1	f	NcA	c4187	D3A98
cicinus	N2	m	NcB	D3A9A	D3A9B
ciconia	N1	f	NcA	c1595	D3AA2
cicuma	N1	f	NcA	c1597	D3AA8
cidara	N1	f	NcA	c1602	D3AAG
cifus	N2	m	NcB	D3ABD	D3ABE,D3ABF
cignus	N2	m	NcB	c1603	D3AC0
ciliciarius	N2	m	NcB	c1607	D3AC8
ciliciolum	N2	n	NcB	c1609	D3ACB
cilicium	N2	n	NcB	c1606	D3ACC
cilio	N3B	m	NcC	c1610	D3ACD
cimentum	N2	n	NcB	D3AE2	D3AE3
cimetum	N2	n	NcB	D3AE8	D3AE9
cimussa	N1	f	NcA	c1622	D3AFB
cinaedus	N2	m	NcB	c1631	D3AFE
cinara	N1	f	NcA	c1632	D3AFG
cinctorium	N2	n	NcB	c1640	D3AGE
cinctum	N2	n	NcB	c9988	D3AGG,D3AGF
cinctura	N1	f	NcA	c9926	D3AGH,D3AH0
cinctus	N4	m	NcD	c9988	D3AH1
cinerarium	N2	n	NcB	c1644	D3AHH
cinerarius	N2	m	NcB	c1644	D3B00
cineresco	V3		VmH	c1645	D3B03
cingo	V3		VmH	c1651	D3B09
cingula	N1	f	NcA	c1652	D3B0E,D3B0D
cingulum	N2	n	NcB	c1652	D3B0F,D3B0G,D3B0H
cingulus	N2	m	NcB	c1652	D3B10
cinnus	N2	m	NcB	c1663	D3B1G,D3B1H
cinyra	N1	f	NcA	c1664	D3B30
ciphus	N2	m	NcB	D3B38	D3B39
cippus	N2	m	NcB	c1666	D3B3F,D3B3G,D3B3E
cira	N1	f	NcA	D3B42	D3B43
circa	I		X--	c1668	D3B46
circa	N1	f	NcA	D3B47	D3B48,D3B49
circanea	N1	f	NcA	c1671	D3B4D
circellio	N3B	m	NcC	c8671	D3B53
circino	V1		VmF	c1677	D3B59
circitor	N3B	m	NcC	c1683	D3B5F
circius	N2	m	NcB	c1685	D3B61
circla	N1	f	NcA	D3B62	D3B63
circuitio	N3B	f	NcC	D3B6E	D3B6F
circuitus	N4	m	NcD	D3B71	D3B72,D3B73
circulator	N3B	m	NcC	c1690	D3B7C
circulus	N2	m	NcB	c1694	D3B7G,D3B7H,D3B7F
circumcisio	N3B	f	NcC	c1721	D3B84,D3B85
circumferentia	N1	f	NcA	c9927	D3B88
circumlego	V3		VmH	c1795	D3B8F
circumstantia	N1	f	NcA	c9928	D3B97
circumtextus	N2/1	*	Af-	c1902	D3B9B
circus	N2	m	NcB	c1940	D3BA1,D3BA0
ciricus	N2	m	NcB	D3BAA	D3BAB
cirix	N3B	m	NcC	D3BAH	D3BB0
cirpus	N2	m	NcB	D3BC3	D3BC4
cirrus	N2	m	NcB	c1946	D3BC6
cisa	N2	n	NcB	D3BCC	D3BCE
cisara	N1	f	NcA	D3BCH	D3BD0
cisiarius	N2	m	NcB	c1952	D3BD7
cisorium	N2	n	NcB	c1955	D3BDH
cista	N1	f	NcA	c1964	D3BE7,D3BE8
cistarius	N2	m	NcB	c1965	D3BE9
cistula	N1	f	NcA	c1976	D3BF1
citatim	I		X--	c1977	D3BFC
citatio	N3B	f	NcC	c1978	D3BFD,D3BFE
citrinella	N1	f	NcA	D3BGF	D3BGG
citrum	N2	n	NcB	c2003	D3BH3
citrus	N2	f	NcB	c2003	D3BH4
ciuerium	N2	n	NcB	D3C00	D3C01
ciuica	N1	f	NcA	c2005	D3C05
ciuicus	N2/1	*	Af-	c2005	D3C06
ciuilis	N3A	*	Af-	c2006	D3C0D
ciuilitas	N3B	f	NcC	c2007	D3C0E,D3C0F
ciuitas	N3B	f	NcC	c2009	D3C13
clamatio	N3B	f	NcC	c2014	D3C3H,D3C40
clamator	N3B	m	NcC	c2015	D3C41
clamis	N3B	f	NcC	D3C46	D3C47
clamo	V1		VmF	c2019	D3C3A,D3C3B,D3C3C,D3C39
clamor	N3B	m	NcC	D3C4D	D3C4E,D3C4F,D3C4G
clamorosus	N2/1	*	Af-	c2021	D3C50
clamosus	N2/1	*	Af-	c2023	D3C51
clango	V3		VmH	c2027	D3C5D
clapus	N2	m	NcB	D3C6B	D3C6C
clarigatio	N3B	f	NcC	c2035	D3C7F
clarigo	V1		VmF	c2038	D3C7D
claritas	N3B	f	NcC	c2041	D3C84
claro	V1		VmF	c2044	D3C6E
clarus	N2/1	*	Af-	c2046	17391,D3C8D
clasma	N3B	n	NcC	D3C90	D3C91
classa	N1	f	NcA	D3C94	D3C95
classica	N1	f	NcA	D3C9B	D3C9C
classicum	N2	n	NcB	c2050	D3C9G,D3C9F
classicus	N2	m	NcB	c2050	D3C9H
classus	N2	m	NcB	D3CA5	D3CA6
claua	N1	f	NcA	c2055	D3CAB,D3CAC
clauarius	N2	m	NcB	c2056	D3CB2,D3CB1
clauatum	N2	n	NcB	D3CB6	D3CB7
clauatura	N1	f	NcA	c9929	D3CB8
clauellus	N2	m	NcB	c2064	D3CC7
clauicularius	N2	m	NcB	c2068	D3CD7
clauiger	N2	m	NcB	D3CDB	D3CDC
clauo	V1		VmF	c2072	D3CAF,D3CAG,D3CAH
clausa	N1	f	NcA	c9931	D3CE4
clausio	N3B	f	NcC	D3CED	D3CEE,D3CEF
claustrum	N2	n	NcB	c2077	D3CF7
clausula	N1	f	NcA	c2078	D3CFA,D3CFB
clausum	N2	n	NcB	D3CFC	D3CFD
clausus	N2	m	NcB	D3CFF	D3CFG
clauus	N2	m	NcB	c2081	D3CG2,D3CG3
cleda	N1	f	NcA	D3CG9	D3CGA
clepo	V3		VmH	c2089	D3CH8
clepsydra	N1	f	NcA	c2090	D3CHF
clerica	N1	f	NcA	D3D03	D3D04
clericalis	N3A	*	Af-	c2094	D3D05
clericatura	N1	f	NcA	D3D09	D3D0A
clerus	N2	m	NcB	c2096	D3D15
clibanarius	N2/1	*	Af-	c4208	D3D1G,D3D1H,D3D1F
clibanus	N2	m	NcB	c2100	D3D22,D3D23,D3D24
cliens	N3B	m	NcC	c2103	D3D2H,D3D30
clientela	N1	f	NcA	c2105	D3D35,D3D33,D3D34
clientulus	N2	m	NcB	c2106	D3D37,D3D38
clingo	V3		VmH	c2115	D3D40,D3D41
cloaca	N1	f	NcA	c2133	D3D5G
cloca	N1	f	NcA	D3D65	D3D66,D3D67
clocha	N1	f	NcA	D3D69	D3D6A
cloeria	N1	f	NcA	D3D7F	D3D7G
cloqua	N1	f	NcA	D3D84	D3D85
cloquerium	N2	n	NcB	D3D8B	D3D8C
closarius	N2/1	*	Af-	D3D8G	D3D8H
clota	N1	f	NcA	D3D96	D3D97
clunaculum	N2	n	NcB	c2146	D3DAD
clura	N1	f	NcA	c7149	D3DB3
clusa	N1	f	NcA	D3DB4	D3DB5,D3DB6
clusor	N3B	m	NcC	c2153	D3DBC
clusorium	N2	n	NcB	D3DBE	D3DBF
clutus	N2/1	*	Af-	c2155	D3DC4
clypeus	N2	m	NcB	D3DCB	D3DCC
coa	N1	f	NcA	c2173	D3DD0
coactiliarius	N2/1	*	Af-	c2181	D3DD5
coactor	N3B	m	NcC	c2186	D3DD6
coadiutor	N3B	m	NcC	c2190	D3DD9
coadunatio	N3B	f	NcC	c2195	D3DDC
coaeuitas	N3B	f	NcC	c2207	D3DDH
coapostolus	N2	m	NcB	c2226	D3DE8
coarto	V1		VmF	c2235	D3DEE
coca	N1	f	NcA	D3DFG	D3DFH
cocca	N1	f	NcA	D3DG7	D3DG8
coccinum	N2	n	NcB	c2245	D3DGH
coccus	N2	m	NcB	D3DH6	D3DH7
cocha	N1	f	NcA	D3DHA	D3DHD,D3DHE,D3DHB,D3DHC
cochetus	N2	m	NcB	D3DHG	D3DHH,D3E00
cochia	N1	f	NcA	D3E01	D3E02
cochlear	N3B	n	NcC	D3E08	D3E09
coclear	N3B	n	NcC	D3E1E	D3E1F,D3E1G
cocta	N1	f	NcA	c4027	D3E31,D3E32,D3E33,D3E34
coctia	N1	f	NcA	D3E39	D3E3B,D3E3A
coctilis	N3A	*	Af-	c7248	D3E3D
coctio	N3B	f	NcC	c7249	D3E3E
coctiuus	N2/1	*	Af-	c7251	D3E3F
coctum	N2	n	NcB	c4027	D3E40
coctura	N1	f	NcA	c9933	D3E42,D3E41
coctus	N2	m	NcB	D3E43	D3E44
cocula	N1	f	NcA	D3E47	D3E48,D3E49,D3E4A
coculum	N2	n	NcB	c7254	D3E4D,D3E4E
codex	N3B	m	NcC	D3E5B	D3E5C
codia	N1	f	NcA	c7256	D3E5D
coelectus	N2/1	*	Af-	c7262	D3E70
coelum	N2	n	NcB	D3E76	D3E77
coemeterium	N2	n	NcB	c2267	D3E79
coenobita	N1	m	NcA	c2274	D3E86
coenobium	N2	n	NcB	c1110	D3E87
coepiscopus	N2	m	NcB	c2283	D3E8H
coetus	N4	m	NcD	c2292	D3E99
cofanus	N2	m	NcB	c2295	D3E9D
cofus	N2	m	NcB	D3EA2	D3EA3
cogitatorium	N2	n	NcB	c2303	D3EC1
cognatio	N3B	f	NcC	c2306	D3EC6
cognatus	N2	m	NcB	c2307	D3EC7
cognitio	N3B	f	NcC	c2308	D3ECA
cognitionalis	N3A	*	Af-	c2309	D3ECB
cognitiones	N3B	f	NcC	D3ECD	D3ECE
cognitor	N3B	m	NcC	c2311	D3ECF
cognitus	N4	m	NcD	c9860	D3ECG
cognoscentia	N1	f	NcA	c2305	D3ED1
cognosco	V3		VmH	c2322	D3ED2,D3ED3,D3ED4,D3ED5
cognus	N2	m	NcB	D3ED6	D3ED7
cohabitator	N3B	m	NcC	c2324	D3EE1
cohaerentia	N1	f	NcA	c9935	D3EE3
cohibeo	V2		VmG	c2330	D3EEA
cohibilis	N3A	*	Af-	c2331	D3EEB
cohoperta	N1	f	NcA	D3EEG	D3EEH,D3EF0
cohopertura	N1	f	NcA	D3EF1	D3EF2
cohortalis	N3A	*	Af-	c2337	D3EF5
coinquino	V1		VmF	c2349	D3EG3
coinus	N2	m	NcB	D3EG5	D3EG6
coket	N		NcP	D3EH4	D3EH5
cola	N1	f	NcA	c9979	D3EHD,D3EH9,D3EHA,D3EH6,D3EHB,D3EH7,D3EHC,D3EH8
colaphizo	V1		VmF	c2353	D3F0B
colaphus	N2	m	NcB	c2354	D3F0C
colera	N1	f	NcA	D3F24	D3F25,D3F26
colerium	N2	n	NcB	D3F2B	D3F2E,D3F2C,D3F2D
coletus	N2	m	NcB	D3F32	D3F33
colimbus	N2	m	NcB	c2362	D3F41
colitor	N3B	m	NcC	c2364	D3F4F
colla	N1	f	NcA	D3F50	D3F52,D3F51
collacteus	N2	m	NcB	c4401	D3F57
colladerius	N2/1	*	Af-	D3F58	D3F59
collarium	N2	n	NcB	c2379	D3F60
collata	N1	f	NcA	D3F62	D3F63
collatio	N3B	f	NcC	c2383	D3F6D,D3F6E,D3F6B,D3F6C
collatiuum	N2	n	NcB	c2384	D3F6G
collatiuus	N2/1	*	Af-	c2384	D3F6H
collatores	N3B	m	NcC	D3F70	D3F71
collatum	N2	n	NcB	D3F72	D3F73
collaudator	N3B	m	NcC	c2389	D3F78
collaudo	V1		VmF	c2390	D3F76
collecta	N1	f	NcA	c9936	D3F81,D3F7F,D3F82,D3F7B,D3F7G,D3F83,D3F7C,D3F7H,D3F7D,D3F80,D3F7E
collectaculum	N2	n	NcB	c2392	D3F85
collectalis	N3B	f	NcC	D3F86	D3F88
collectarius	N2/1	*	Af-	D3F8D	D3F8E,D3F8F,D3F8G
collectio	N3B	f	NcC	c2397	D3F94,D3F95,D3F96,D3F93
collectum	N2	n	NcB	c9936	D3F9A
collega	N1	m	NcA	c2400	D3F9C
collegialis	N3A	*	Af-	c2402	D3F9G
collegiarius	N2/1	*	Af-	c4407	D3FA2
collifana	N1	f	NcA	c2422	D3FBG
colligatio	N3B	f	NcC	c2424	D3FC3
colligo	V3		VmH	c2426	D3FC6,D3FC7,D3FC8,D3FC9
collimitium	N2	n	NcB	c2428	D3FCD
collina	N1	f	NcA	c2433	D3FCE
collo	V1		VmF	D3F5B	D3F5D,D3F5E
collocatio	N3B	f	NcC	c2440	D3FD6
colloco	V1		VmF	c2441	D3FD5
collocutio	N3B	f	NcC	c2443	D3FD9
collocutor	N3B	m	NcC	c2444	D3FDA
collogium	N2	n	NcB	D3FDC	D3FDD
colloquium	N2	n	NcB	c2445	D3FE1,D3FE2
colludium	N2	n	NcB	c2452	D3FE9
collum	N2	n	NcB	D3FEC	D3FED,D3FEE
collus	N2	m	NcB	D3FEF	D3FF0,D3FEG,D3FEH
collutio	N3B	f	NcC	c2466	D3FF1
collybista	N1	m	NcA	c2472	D3FF2
collyrida	N1	f	NcA	c2476	D3FF3
colo	V1		VmF	c2479	D3F0E,D3F0F,D3F0G,D3F0H,D3F0D,D3FFA
colobium	N2	n	NcB	c2484	D3FFE
colobus	N2/1	*	Af-	c2485	D3FFG
colona	N1	f	NcA	c0191	D3FGE,D3FGC,D3FGD
colonellum	N2	n	NcB	D3FH0	D3FH1
colonellus	N2	m	NcB	D3FH2	D3FH3,D3FH4
colonica	N1	f	NcA	D3FH9	D3FHA
colonus	N2	m	NcB	c2497	D3FHD
coloro	V1		VmF	c2507	D3G02,D3G03
colpus	N2	m	NcB	D3G0B	D3G0C
colta	N1	f	NcA	D3G0D	D3G0E
colubrarius	N2/1	*	Af-	18496	D3G13
colubrina	N1	f	NcA	c2518	D3G15
colubrosus	N2/1	*	Af-	c2519	D3G17
colum	N2	n	NcB	D3G1A	D3G1D,D3G1B,D3G1C
columba	N1	f	NcA	c2521	D3G1H,D3G1E,D3G1F,D3G1G
columbar	N3B	n	NcC	D3G20	D3G21
columbarium	N2	n	NcB	c2523	D3G23,D3G24
columbulus	N2	m	NcB	c2530	D3G2B
columbum	N2	n	NcB	D3G2C	D3G2D
columbus	N2	m	NcB	c2521	D3G2E
columella	N1	f	NcA	c2531	D3G2F
columna	N1	f	NcA	c2535	D3G31
columnatio	N3B	f	NcC	c2539	D3G33
colurnus	N2/1	*	Af-	c2543	D3G3B
colus	N2	m	NcB	D3G3C	D3G3D
colymbus	N2	m	NcB	c2550	D3G3G
coma	N1	f	NcA	c2551	D3G41,D3G42,D3G43,D3G44
comanda	N1	f	NcA	D3G48	D3G4A,D3G49
comans	N3A	*	Af-	c2553	D3G4H
comarchus	N2	m	NcB	c7553	D3G50
comata	N1	f	NcA	D3G52	D3G53
combino	V1		VmF	c2563	D3G62,D3G63
combustio	N3B	f	NcC	c2567	D3G6H,D3G6G
combustura	N1	f	NcA	c9938	D3G70
comes	N3B	m	NcC	D3G84	D3G85
comesor	N3B	m	NcC	c2573	D3G87
comestibilis	N3A	*	Af-	c2574	D3G8E
comicus	N2/1	*	Af-	c2577	18619,D3G96
comis	N3A	*	Af-	c2579	D3G9B
comitas	N3B	f	NcC	c2586	D3GA9
comitatensis	N3A	*	Af-	c2587	D3GAA
comitatinus	N2	m	NcB	D3GAC	D3GAD
comitatus	N2	m	NcB	D3GB3	D3GB4,D3GB9,D3GB5,D3GB6,D3GB7,D3GB8
comitatus	N4	m	NcD	c2588	D3GB2
comitia	N1	f	NcA	D3GBC	D3GBD
comitiua	N1	f	NcA	c2594	D3GC5,D3GC6
comitium	N2	n	NcB	c2593	D3GC7
comitiuus	N2/1	*	Af-	c2594	D3GC9
comitus	N2	m	NcB	D3GCC	D3GCD
commalliolo	V1		VmF	c7604	D3GD4
commanda	N1	f	NcA	D3GD5	D3GD6
commaneo	V2		VmG	c2608	D3GDF
commaticus	N2/1	*	Af-	c2621	D3GE7
commeatalis	N3A	*	Af-	c2624	D3GEB
commeatus	N2	m	NcB	D3GEC	D3GEE,D3GEF,D3GED
commemoratio	N3B	f	NcC	c2634	D3GF2,D3GF3
commemoratorium	N2	n	NcB	c2635	D3GF4
commemoro	V1		VmF	c2637	D3GF1
commenda	N1	f	NcA	D3GF5	D3GFB,D3GF7,D3GFC,D3GF8,D3GFD,D3GF9,D3GFA,D3GF6
commendatarius	N2/1	*	Af-	D3GG7	D3GGA,D3GG8,D3GG9
commendatia	N1	f	NcA	D3GGC	D3GGD
commendatio	N3B	f	NcC	c2640	D3GGE,D3GGF,D3GGG,D3GGH
commendator	N3B	m	NcC	c2642	D3GH7,D3GH8,D3GH6
commendatorius	N2/1	*	Af-	c2642	D3GHA
commentarium	N2	n	NcB	c2651	D3H08
commentator	N3B	m	NcC	c2653	D3H09
commentum	N2	n	NcB	c2636	D3H0A
commeo	V1		VmF	c2658	D3GEA
commercium	N2	n	NcB	c2661	D3H13,D3H14,D3H11,D3H12
comminatio	N3B	f	NcC	c2674	D3H1H
commisculus	N2/1	*	Af-	c2684	D3H26
commissio	N3B	f	NcC	c2690	D3H2C,D3H2D,D3H2E,D3H2B
commissum	N2	n	NcB	c2692	D3H32,D3H33,D3H31
commissura	N1	f	NcA	c2687	D3H34
committo	V3		VmH	c2695	D3H3A,D3H38,D3H39
commixtim	I		X--	c2697	D3H3E
commodum	N2	n	NcB	c2708	D3H45,D3H46
commolo	V3		VmH	c2711	D3H47
commonitorium	N2	n	NcB	c2716	D3H4E,D3H4F
communalis	N3A	*	Af-	c2738	D3H58
communantia	N1	f	NcA	D3H5A	D3H5B,D3H5C
communia	N1	f	NcA	D3H62	D3H65,D3H66,D3H63,D3H64
communialis	N3A	*	Af-	D3H67	D3H68
communicarius	N2/1	*	Af-	c2740	D3H71
communicatio	N3B	f	NcC	c2741	D3H73
communico	V1		VmF	D3H6G	D3H6H
communio	N3B	f	NcC	c2747	D3H7G,D3H7C,D3H78,D3H7D,D3H79,D3H7E,D3H7A,D3H7F,D3H7B
communis	N3A	*	Af-	c4552	D3H7H,D3H81
communitas	N3B	f	NcC	c2749	D3H84,D3H82,D3H83
communium	N2	n	NcB	D3H85	D3H86
compactio	N3B	f	NcC	c2768	D3H98
compaganus	N2	m	NcB	c2772	D3H9B
compagina	N1	f	NcA	c2774	D3H9F
compagino	V1		VmF	c2776	D3H9G
compar	N3A	*	Af-	c2779	D3HAE
compassio	N3B	f	NcC	c2794	D3HC8
compassus	N4	m	NcD	D3HCC	D3HCD
compatientia	N1	f	NcA	c9942	D3HD4
compatriota	N1	m	NcA	c2798	D3HD5
compedis	N3B	m	NcC	D3HEC	D3HED
compellatio	N3B	f	NcC	c2808	D3HDC
compello	V1		VmF	c2811	D3HDB
compendium	N2	n	NcB	c2815	D3HE0,D3HE1,D3HE2,D3HDG,D3HDH
compendo	V3		VmH	c2816	D3HDE
compera	N1	f	NcA	D3HE5	D3HE6
competentia	N1	f	NcA	c9943	D3HF0
competitio	N3B	f	NcC	c2833	D3HF5
competitor	N3B	m	NcC	c2834	D3HF6
competo	V3		VmH	c2836	D3HF2,D3HF3
complacentia	N1	f	NcA	D3HFE	D3HFF
complaceo	V2		VmG	c2847	D3HFG
complanta	N1	f	NcA	D3HGA	D3HGB
complanto	V1		VmF	c2853	D3HGD
completa	N1	f	NcA	D3HH5	D3HH6
completor	N3B	m	NcC	c2859	D3HH7
completorium	N2	n	NcB	c2859	D3HH8
complex	N3A	*	Af-	c2861	D3HH9
complexio	N3B	f	NcC	c2863	D3HHB
complexiuus	N2/1	*	Af-	c2864	D3HHE
compluuium	N2	n	NcB	c2879	D4007
compono	V3		VmH	c2881	D400A,D400B
comporto	V1		VmF	c2885	D400D
compositio	N3B	f	NcC	c2888	D4011,D4012
compositor	N3B	m	NcC	c2890	D4014,D4013
compostus	N2	m	NcB	D4019	D401A
compotio	V4		VmL	c7886	D401B
comprehendo	V3		VmH	c2895	D4020
compresbyter	N2	m	NcB	c2900	D4021
compresso	V1		VmF	c2902	D4022
compromissarius	N2/1	*	Af-	c2911	D402A
compromissum	N2	n	NcB	c2985	D402D
comprouincialis	N3A	*	Af-	c2913	D402E
compulsio	N3B	f	NcC	c2921	D403C
computo	V1		VmF	c2932	D403H,D4040,D4041
computus	N2	m	NcB	c2934	D4047,D4048
comula	N1	f	NcA	c2935	D404D
cona	N1	f	NcA	D4050	D4052,D41CB,D4051
conabilis	N3A	*	Af-	c2936	D4054
conatio	N3B	f	NcC	c2941	D405D
concameratio	N3B	f	NcC	c2953	D4069
concasus	N4	m	NcD	c9879	D4072
concellita	N1	m	NcA	c2971	D407F
concena	N1	m	NcA	c2973	D407G
concentor	N3B	m	NcC	c2976	D4082
conceptaculum	N2	n	NcB	c2978	D4087
conceptio	N3B	f	NcC	c2980	D4088,D4089,D408A
conceptionalis	N3A	*	Af-	c2981	D408B
concerno	V3		VmH	c2986	D408F
