lemma	codlem	gen	codmorf	keep	throwLst
femina	N1	f	NcA	f0343	D636F
feminalia	N3B	n	NcC	f1349	D636G
femino	V1		VmF	f0348	D6370
femoralia	N3B	n	NcC	f1349	D6375
femur	N3B	n	NcC	f0347	D6379
ferio	V4		VmL	f0370	D63F7,D63F8
ferito	V1		VmF	f0373	D63FB,D63FA
ferrugo	N3B	f	NcC	f0402	D642B
ferrumen	N3B	n	NcC	f0404	D642G
feto	V1		VmF	f0450	D6493
fidamen	N3B	n	NcC	f0483	D64FC
fidicino	V1		VmF	f0498	D64HA
figmen	N3B	n	NcC	f0511	D651G
filia	N1	f	NcA	f0528	D6558,D6559
filo	V1		VmF	f9540	D6533
firmatrix	N3B	f	NcC	f9560	D65FC
firmitudo	N3B	f	NcC	f0562	D65G6
flammigo	V1		VmF	f0639	D667H
flasco	N3B	m	NcC	f0648	D669C,D669D
flato	V1		VmF	f0651	D66A3
flos	N3B	m	NcC	f0703	D6717
fluento	V1		VmF	f0719	D672G
fluido	V1		VmF	f0721	D6731
focale	N3B	n	NcC	f0750	D675H,D6760,D675E,D675F,D675G
foculo	V1		VmF	f0752	D6783
foetido	V1		VmF	f0765	D67BF
follico	V1		VmF	f0782	D67H8
follis	N3B	m	NcC	f0788	D67HB,D67HC,D67HE
fomen	N3B	n	NcC	f0791	D680D
fomento	V1		VmF	f0793	D680F,D680E
forago	N3B	f	NcC	f0806	D6840
foramen	N3B	n	NcC	f0807	D6846,D6847
forfico	V1		VmF	f0820	D68C7
formatrix	N3B	f	NcC	f9839	D690B
formico	V1		VmF	f0844	D6920
formoso	V1		VmF	f0859	D6933
fornax	N3B	f	NcC	f0870	D694F
fornicatrix	N3B	f	NcC	f0875	D695H
fornix	N3B	f	NcC	f0878	D696B
forpex	N3B	f	NcC	f0880	D6974
fors	N3B	f	NcC	f0881	D6985
fortifico	V1		VmF	f0887	D69B6
fortitudo	N3B	f	NcC	f0891	D69C6,D69C7
fortuna	N1	f	NcA	f0895	D69CB,D69CC,D69C9,D69CA
frigefacto	V1		VmF	f0993	D6BA3
frigus	N3B	n	NcC	f1008	D6BB4
fritinnio	V4		VmL	f1015	D6BF1
frontale	N3B	n	NcC	f1032	D6C16
fronto	N3B	m	NcC	f8034	D6C20
frumen	N3B	n	NcC	f1050	D6C60
fulcio	V4		VmL	f1106	D6CCH
fuligo	N3B	f	NcC	f1123	D6CEA
fulmen	N3B	n	NcC	f1130	D6CF8
fumo	V1		VmF	f1155	D6CGC
fundamen	N3B	n	NcC	f1163	D6D0B
funus	N3B	n	NcC	f1191	D6D51,D6D50
furio	V4		VmL	f1222	D6D95
furo	N3B	m	NcC	f1229	D6DC1,D6DC2
fustigo	V1		VmF	f1255	D6DGH
fustis	N3B	m	NcC	f1256	D6DH1,D6DH2
futis	N3B	f	NcC	f1261	D6DHE
galeo	V1		VmF	g0034	D6ED2
ganeo	N3B	m	NcC	g0071	D6F69
garrulo	V1		VmF	g0093	D6G43
geminitudo	N3B	f	NcC	g0139	D6H30
generamen	N3B	n	NcC	g0167	D6H51
genimen	N3B	n	NcC	g0193	D6H71
genuale	N3B	n	NcC	g0211	D6HA0
gerro	N3B	m	NcC	g0248	D6HGC
gestamen	N3B	n	NcC	g0259	D700A
gillo	N3B	m	NcC	g0301	D7079
glebo	N3B	m	NcC	g0369	D710C
glomus	N3B	n	NcC	g0399	D714H
glorior	V1		VmF	g0409	D715A
glos	N3B	f	NcC	g0412	D7164,D7163
gluten	N3B	n	NcC	g0426	D717F
graccito	V1		VmF	g0476	D7229
gracilitudo	N3B	f	NcC	g0484	D722G
gramen	N3B	n	NcC	g0506	D7282
gramma	N3B	n	NcC	g0511	D7289
grandio	V4		VmL	g0537	D72BB,D72BD
grator	V1		VmF	g0571	D7300
gratulor	V1		VmF	g0578	D732C
grauamen	N3B	n	NcC	g0581	D7337
grauedo	N3B	f	NcC	g0586	D7350,D7351,D7352
grauitudo	N3B	f	NcC	g0599	D7369
grillo	V1		VmF	g0615	D73CB
grossitudo	N3B	f	NcC	g0622	D7407
gulo	N3B	m	NcC	g0649	D7554
gurges	N3B	m	NcC	g0656	D757A
habiturio	V4		VmL	h0018	D75G8
haeresis	N3B	f	NcC	h0047	D7629,D762A,D762B
hama	N1	f	NcA	h0081	D7676
hamula	N1	f	NcA	h0099	D768B,D768C,D768D
hamus	N2	m	NcB	h0101	D768E
hara	N1	f	NcA	h0106	D76B6
harena	N1	f	NcA	h0107	D76D2
harenarius	N2/1	*	Af-	h0109	D76D4,D76D5
harenifodina	N1	f	NcA	h0112	D76DC
harpa	N1	f	NcA	h0124	D76F9,D76FA
harpago	V1		VmF	h0127	D76FC
hasta	N1	f	NcA	h0137	D76H9,D76HF,D76HA,D76HB,D76HC,D76H8,D76HE
hastarium	N2	n	NcB	h0138	D7701
hastile	N3B	n	NcC	h0142	D770A
haustus	N4	m	NcD	h0159	D773G
hecatontas	N3B	f	NcC	h0170	D775B
hedera	N1	f	NcA	h0172	D7764
helluor	V1		VmF	h0203	D779A
hemina	N1	f	NcA	h0226	D77AH
heptamyxos	N2/1	*	Af-	h0257	D77D3
heptaphonos	N2/1	*	Af-	h0258	D77D4
herbido	V1		VmF	h0276	D77FH
herbo	V1		VmF	h0283	D77E5
heredito	V1		VmF	h0295	D7808,D7809,D780A,D7807
hermeneuma	N3B	n	NcC	h0303	D7863
herus	N2	m	NcB	e0843	D789A,D7899
hieromnemon	N3B	m	NcC	h0375	D78E7
hilla	N1	f	NcA	h0299	D78FG
hinnula	N1	f	NcA	h0400	D78H3,D78H4,D78H2
hippaco	V1		VmF	h0404	D78HB
hippito	V1		VmF	h0410	D78HE
hircipes	N3B	m	NcC	h0439	D7906
hircus	N2	m	NcB	h0443	D7909
hirudo	N3B	f	NcC	h0456	D791A
hirundo	N3B	f	NcC	h0459	D791D
holocaustoma	N3B	n	NcC	h0490	D7977
holosericus	N2/1	*	Af-	h0501	D797C
holouitreus	N2/1	*	Af-	h0507	D797F
homo	N3B	m	NcC	h0518	D79A3
honestitudo	N3B	f	NcC	h0536	D79BG
honorifico	V1		VmF	h0544	D79D7
hora	N1	f	NcA	h0553	D79EB,D79EC
hordeolus	N2	m	NcB	h0562	D79FE
horia	N1	f	NcA	h0567	D79G1
horripilo	V1		VmF	h0599	D79HG
hostia	N1	f	NcA	h0628	D7A51,D7A52,D7A53
hostio	V4		VmL	h0638	D7A6F
humerus	N2	m	NcB	u0988	D7AE2
humilitudo	N3B	f	NcC	h0658	D7AEG
hymnio	V4		VmL	h0724	D7B2A
hypsoma	N3B	n	NcC	h0818	D7B4G
ignis	N3B	m	NcC	i0144	D7C53,D7C52
illatebro	V1		VmF	i0195	D7C73
illecebro	V1		VmF	i0207	D7C78,D7C7A
illex	N3A	*	Af-	i0219	D7C84
illudio	V1		VmF	i0262	D7C9C
imago	N3B	f	NcC	i0295	D7CBF
imber	N3B	m	NcC	i0304	D7CCH
imbubino	V1		VmF	i0324	D7CFC
imbulbito	V1		VmF	i0325	D7CFE
immadido	V1		VmF	i9340	D7CH5
immasso	V1		VmF	i0349	D7CHD
impedico	V1		VmF	i0459	D7D5C
impedito	V1		VmF	i9462	D7D61
impetigo	N3B	f	NcC	i0525	D7DA1
impingo	V3		VmH	i0547	D7DB2
implago	V1		VmF	i0558	D7DBA,D7DBB
implecto	V3		VmH	i0564	D7DC2
impleo	V2		VmG	i0566	D7DCA
implicito	V1		VmF	i0573	D7DD3
impluo	V3		VmH	i0580	D7DD7
impoenitudo	N3B	f	NcC	i0585	D7DDH
impraesentiarum	I		X--	i9917	D7DGH
imprecor	V1		VmF	i0626	D7DH7
impulso	V1		VmF	i0679	D7E36
impulstrix	N3B	f	NcC	i0681	D7E39
imus	N2/1	*	Af-	i0701	D7E4G
inaltero	V1		VmF	i0745	D7E73
inaquo	V1		VmF	i0775	D7E84,D7E85
incallo	V1		VmF	i0820	D7EB5
incandido	V1		VmF	i0823	D7EC1
incertitudo	N3B	f	NcC	i0876	D7F11
incharaxo	V1		VmF	i0889	D7F1E
incibo	V1		VmF	i0895	D7F2B
incinero	V1		VmF	i0903	D7F39
incoprio	V1		VmF	i1079	D7FE3
incorporalis	N3A	*	Af-	i1084	D7FEC
inculpo	V1		VmF	i1141	D7G06
indages	N3B	f	NcC	i1184	D7G2E
indago	N3B	f	NcC	i1186	D7G31,D7G32,D7G33
ineptitudo	N3B	f	NcC	i1425	D7GH1,D7GH2
inequito	V1		VmF	i1428	D7GH5
infanto	V1		VmF	i1517	D7H2D
infelico	V1		VmF	i1534	D7H45
inficior	V1		VmF	i1595	D7H6C
inflabello	V1		VmF	i1596	D7H8B
inflagro	V1		VmF	i1598	D7H8D
infundo	V3		VmH	i1671	D7HDC,D7HDD
ingratitudo	N3B	f	NcC	i1705	D800F,D800E
ingusto	V1		VmF	i1721	D802B
inhonoro	V1		VmF	i1746	D8042
initiatrix	N3B	f	NcC	i1787	D806C
inito	V1		VmF	i1790	D7H7E
iniuro	V1		VmF	i1803	D8074,D807E
inlex	N3A	*	Af-	D808H	D8090
inorno	V1		VmF	i1908	D80F0
inoro	V1		VmF	i1909	D80EB
inquies	N3B	f	NcC	i1916	D810D
inquietudo	N3B	f	NcC	i1920	D8110
insidiatrix	N3B	f	NcC	i2019	D8185
insigne	N3B	n	NcC	i2023	D818D,D818E,D818F
insono	V1		VmF	i2069	D81BE,D81BF
insubulo	V1		VmF	i2163	D81GH
insuetudo	N3B	f	NcC	i2170	D81H4
insum	VA		VmN	i2191	D7H02
intamino	V1		VmF	i2211	D821E
integritudo	N3B	f	NcC	i2219	D8231
intercapedino	V1		VmF	i2274	D826E
interfemus	N3B	n	NcC	i2328	D82A6
interpedio	V4		VmL	i2427	D82DF
interrex	N3B	m	NcC	i2463	D82FB
intersto	V1		VmF	i2506	D82H2
intitulo	V1		VmF	i2562	D831G
intolero	V1		VmF	i2565	D831H
intrio	V4		VmL	i2594	D8354
introduco	V3		VmH	i9922	D8357,D8356
intromitto	V3		VmH	i9925	D8367
intueor	V2		VmG	i2620	D8371
inualitudo	N3B	f	NcC	i2633	D838B,D838A
inubero	V1		VmF	i2637	D838H
inuenio	V4		VmL	i2649	D8396
inuilio	V1		VmF	i2689	D83BD
inuilito	V1		VmF	i2689	D83BE
inuio	V1		VmF	i2693	D83B5
inuisito	V1		VmF	i2701	D83C7
iocus	N2	m	NcB	i2772	D83H2
iter	N3B	n	NcC	i2961	D84AF
itito	V1		VmF	i2973	D84BB
iunix	N3B	f	NcC	i3103	D852G
iusto	V1		VmF	i3086	D857A
iuuamen	N3B	n	NcC	i3091	D85AH
iuuenalia	N3B	n	NcC	i3093	D85B2
iuuento	V1		VmF	i3107	D85BB
labeo	N3B	m	NcC	l0012	D868G,D868H
labes	N3B	f	NcC	l0014	D8694
laetamen	N3B	n	NcC	l0118	D8744,D8743
lallo	V1		VmF	l0151	D8784
lampas	N3B	f	NcC	l0181	D87B8,D87B9
languitudo	N3B	f	NcC	l0211	D8813
lanifex	N3B	m	NcC	l0222	D881H
lar	N3B	m	NcC	D889G	D889H,D88A0
largitudo	N3B	f	NcC	l0299	D88C2,D88C1
lateralia	N3B	n	NcC	l0344	D88G4,D88G5
latero	V1		VmF	l0352	D88G9
latrix	N3B	f	NcC	l0382	D891F
latro	N3B	m	NcC	l0384	D891G
lebes	N3B	m	NcC	l0450	D89E5
lectrix	N3B	f	NcC	l0466	D8A0F
lecturio	V4		VmL	l0470	D8A19
lemma	N3B	n	NcC	l0508	D8A9F
leo	N3B	m	NcC	l0549	D8AE0
leuamen	N3B	n	NcC	l0596	D8B3C
lex	N3B	f	NcC	l0648	D8BA1
ligamen	N3B	n	NcC	l0737	D8C5E,D8C5F,D8C5G
limen	N3B	n	NcC	l0774	D8CD4
limma	N3B	n	NcC	l0789	D8CE9
limpido	V1		VmF	l0799	D8CF2
liquamen	N3B	n	NcC	l0872	D8D5E
lituro	V1		VmF	l0937	D8DCF
liuido	V1		VmF	l0942	D8DDG,D8DDH
longaeuo	V1		VmF	l8007	D8E5F
longinquo	V1		VmF	l1017	D8E74
longitudo	N3B	f	NcC	l1023	D8E7B
longo	V1		VmF	l1028	D8E64
lucino	V1		VmF	l1094	D8EHB
lumbare	N3B	n	NcC	l1168	D8F55
lumen	N3B	n	NcC	l1176	D8F5H,D8F60,D8F61
lupio	V4		VmL	l1198	D8F9H,D8FA0
luter	N3B	m	NcC	l1239	D8FCH
magnitudo	N3B	f	NcC	m0130	D8GG6
maialis	N3B	m	NcC	m0136	D8H03
malagma	N3B	n	NcC	m0154	D8H79
maledico	V3		VmH	m9606	D8HA3
malefactum	N2	n	NcB	m9499	D8HAC
mallo	N3B	m	NcC	m0202	D8HHF
mamillare	N3B	n	NcC	m0222	D904F
mammo	V1		VmF	m0230	D9054
manalis	N3A	*	Af-	m0239	D906H
mandatrix	N3B	f	NcC	m0258	D90DG
manduco	N3B	m	NcC	m0270	D90G3
mango	N3B	m	NcC	m0276	D911G,D911C,D911H,D911D,D9120,D911E,D9121,D911F,D9122
manico	V1		VmF	m0283	D9146,D9147
manipulus	N2	m	NcB	m0301	D9175,D9176
mansuetudo	N3B	f	NcC	m0320	D91C1
manto	V1		VmF	m0334	D91CC
manuale	N3B	n	NcC	m0338	D91FF,D91FB,D91FG,D91FC,D91F8,D91FD,D91F9,D91FE,D91FA
mare	N3B	n	NcC	m0378	D92G2
margo	N3B	2	NcC	m0388	D9318,D9319
marmaritis	N3B	f	NcC	m0398	D935G
marones	N3B	m	NcC	m0408	D9375
mas	N3B	m	NcC	m0417	D93E6
masso	V1		VmF	m0428	D9427,D9426
mastix	N3B	f	NcC	m0432	D945H
mater	N3B	f	NcC	m0448	D9487,D9488,D9489
matrix	N3B	f	NcC	m0474	D94DB,D94DC
matrona	N1	f	NcA	m0475	D94DF
mediale	N3B	n	NcC	m0527	D9582,D9583
meditor	V1		VmF	m0572	D95CF,D95CG
membror	V1		VmF	m0687	D967A
memoriale	N3B	n	NcC	m0703	D968D
menstruo	V1		VmF	m0743	D96FD
mento	N3B	m	NcC	m0763	D96HH
merces	N3B	f	NcC	m0785	D974E
merendo	V1		VmF	m0791	D9775
meretricor	V1		VmF	m0797	D9781,D9780
merges	N3B	f	NcC	m0801	D9788,D9789
metensomatosis	N3B	f	NcC	m0886	D988F
miccio	V4		VmL	m0954	D98F9
micturio	V4		VmL	m0966	D98GD
migma	N3B	n	NcC	m0970	D98HC
miles	N3B	m	NcC	m0974	D990A
mima	N1	f	NcA	m1005	D9945
mintrio	V4		VmL	m1054	D99BH
moderamen	N3B	n	NcC	m1160	D9AD8
monacha	N1	f	NcA	m1270	D9BC3
monogramma	N3B	n	NcC	m8320	D9C06
morbido	V1		VmF	m1385	D9C8B
mors	N3B	f	NcC	m1420	D9CE2,D9CE3
mos	N3B	m	NcC	m1442	D9D2D
mucro	N3B	m	NcC	m1466	D9DB9
mula	N1	f	NcA	m1479	D9DDH,D9DE0
mulcedo	N3B	f	NcC	m1481	D9DEB
mulctrale	N3B	n	NcC	m1590	D9DEH
mulier	N3B	f	NcC	m1595	D9DG4
multito	V1		VmF	m1683	D9E2A
multitudo	N3B	f	NcC	m1684	D9E2C
munimen	N3B	n	NcC	m1741	D9E83
munus	N3B	n	NcC	m1751	D9E9E,D9E9F,D9E9G,D9E9H,D9E9D,D9EA0
musimo	N3B	m	NcC	m1826	D9F21
mycetias	N1	m	NcA	m1883	D9F85
nam	I		X--	n0007	D9FCG
nata	N1	f	NcA	n0088	D9G04,D9G03
natale	N3B	n	NcC	n0059	D9G05,D9G06,D9G07,D9G08
natalis	N3A	*	Af-	n0059	D9G0F
natrix	N3B	f	NcC	n0070	D9G30
naturalis	N3A	*	Af-	n0073	D9G40
nauale	N3B	n	NcC	n0076	D9G4E
nauis	N3B	f	NcC	n0103	D9G8G,D9G8H,D9G90,D9G91
necessitudo	N3B	f	NcC	n0147	D9GD7
necesso	V1		VmF	n0148	D9GD0
nectar	N3B	n	NcC	n0157	D9GDD
negito	V1		VmF	n0180	D9GF2
negotior	V1		VmF	n0193	D9GFD
nema	N3B	n	NcC	n0199	D9GG9
nemen	N3B	n	NcC	n0200	D9GGC
nemus	N3B	n	NcC	n0207	D9GH3
nepos	N3B	m	NcC	n0224	D9H03
nomen	N3B	n	NcC	n0492	D9HHB
nomisma	N3B	n	NcC	n0506	DA00B
notamen	N3B	n	NcC	n0540	DA04B,DA04C
nouale	N3B	n	NcC	n0558	DA06B
nouello	V1		VmF	n0567	DA076,DA077,DA075
nox	N3B	f	NcC	n0588	DA0A1,DA0A2,DA09H,DA0A0
nudipedalia	N3B	n	NcC	n0622	DA0CG
nullifico	V1		VmF	n0647	DA0DC
nupto	V1		VmF	n0699	DA0H0
nutrimen	N3B	n	NcC	n0718	DA10B
nutrix	N3B	f	NcC	n0724	DA116
nux	N3B	f	NcC	n0726	DA118,DA119
obaudio	V4		VmL	o0019	DA126,DA127,DA128
oblectamen	N3B	n	NcC	o0082	DA17D
obsoleto	V1		VmF	o9251	DA1F8
obsto	V1		VmF	o0271	DA1FG
obtenebro	V1		VmF	o0300	DA1GH
obunco	V1		VmF	o0351	DA20G
occurro	V3		VmH	o0420	DA23E
oculare	N3B	n	NcC	o0491	DA277
oculo	V1		VmF	o0500	DA278
offendix	N3B	f	NcC	o0559	DA2B7
offendo	V3		VmH	o0562	DA2B5
offusco	V1		VmF	o0599	DA2FE
olea	N1	f	NcA	o0617	DA2HE,DA2HF,DA2HG
oleto	V1		VmF	o0645	DA30G
onus	N3B	n	NcC	o0768	DA379,DA378
operatrix	N3B	f	NcC	o0788	DA390
opus	N3B	n	NcC	o0918	DA3EA,DA3EB,DA3EC,DA3E8,DA3ED,DA3E9,DA3EE
oratrix	N3B	f	NcC	o0935	DA3GA
orbis	N3B	m	NcC	o0945	DA3H4,DA3H5
orbitudo	N3B	f	NcC	o0949	DA3HA
ordo	N3B	m	NcC	o0979	DA442,DA447,DA44C,DA443,DA448,DA444,DA449,DA445,DA44A,DA446,DA44B
orexis	N3B	f	NcC	o0985	DA45C
ornatrix	N3B	f	NcC	o1016	DA497
ossilago	N3B	f	NcC	o1091	DA4H5
ostentamen	N3B	n	NcC	o1100	DA51F
pabo	N3B	m	NcC	p0004	DA5AC,DA5AD
paedagogo	V1		VmF	p0035	DA5GC
pagino	V1		VmF	p0072	DA61F,DA61E
paium	N2	n	NcB	DA654	DA655
palaestro	V1		VmF	p0084	DA663
paleare	N3B	n	NcC	p3970	DA699,DA698
pallio	V1		VmF	p0118	DA6G0,DA6G1,DA6G2
pallo	V1		VmF	p0123	DA6F0
palmes	N3B	m	NcC	p0132	DA71G
pandurizo	V1		VmF	p0217	DA798
panifex	N3B	m	NcC	p0228	DA7CE
papas	N1	m	NcA	p0267	DA836
pappo	V1		VmF	p0276	DA85C
paracharagma	N3B	n	NcC	p0296	DA870
paraphrasis	N3B	f	NcC	p0337	DA8B8
parasitaster	N2	m	NcB	p0348	DA8CA
parasynaxis	N3B	f	NcC	p0358	DA8CH
parentalia	N3B	n	NcC	p0383	DA917
parhippus	N2	m	NcB	p0394	DA937
paries	N3B	m	NcC	p0403	DA94C,DA94E,DA94G
partitudo	N3B	f	NcC	p0473	DA9FF
passito	V1		VmF	p0513	DAA78
passo	V1		VmF	p0517	DAA4G,DAA4H,DAA50,DAA4E,DAA51,DAA4F
pater	N3B	m	NcC	p0550	DAAGC
patrocinor	V1		VmF	p0592	DAB35
pauo	N3B	m	NcC	p0626	DAB97
pax	N3B	f	NcC	p0650	DABB4
peccamen	N3B	n	NcC	p0653	DABE3
pecten	N3B	m	NcC	p0664	DABG6,DABG7,DABG8
pectorale	N3B	n	NcC	p0671	DABH8,DABH6,DABH7
pedale	N3B	n	NcC	p0701	DAC24,DAC25
pedes	N3B	m	NcC	p0708	DAC41,DAC40
pedo	V3		VmH	p0725	DAC3H
pegma	N3B	n	NcC	p0732	DAC90
peioro	V1		VmF	p0738	DACA4,DACA5
pelliculo	V1		VmF	p0762	DACF6
pelota	N1	f	NcA	DACH2	DACH3,DACH4,DACH5
peluis	N3B	f	NcC	p0778	DACHD
pendigo	N3B	f	NcC	p0786	DAD26
penus	N3B	n	NcC	p0858	DADA2
peregrinor	V1		VmF	p1062	DAE0D
periclitor	V1		VmF	p1210	DAE62,DAE61
peripetasma	N3B	n	NcC	p1259	DAE7B
peripsema	N3B	n	NcC	p1268	DAE7G
perizoma	N3B	n	NcC	p1292	DAE8A,DAE8B
perniger	N2/1	*	Af-	p1403	DAEAC
pernoto	V1		VmF	p8413	DAEB2
pero	N3B	m	NcC	p1419	DAEB6,DAEB8
pes	N3B	m	NcC	p1765	DAF4C,DAF4D
pessimo	V1		VmF	p1770	DAF6C
pestis	N3B	f	NcC	p1786	DAF85,DAF86
petaso	N3B	m	NcC	p1791	DAF9B
petro	N3B	m	NcC	p1819	DAFD9
phalanga	N1	f	NcA	p1842	DAG03,DAG04
phalerae	N1	f	NcA	p1849	DAG0G
phthongus	N2	m	NcB	p1982	DAG73
pietaticultrix	N3B	f	NcC	p2036	DAGE3
pignus	N3B	n	NcC	p2048	DAGH3
pigredo	N3B	f	NcC	p2050	DAGH6
pinax	N3B	m	NcC	p2080	DAH79
pinguamen	N3B	n	NcC	p2085	DAH94
pinguedo	N3B	f	NcC	p2086	DAH96
pipizo	N3B	m	NcC	p2131	DAHD6
pipo	V1		VmF	p2132	DAHC1
piscis	N3B	m	NcC	p2154	DB012,DB014
piso	N3B	m	NcC	p2162	DB01C
pisto	V1		VmF	p2172	DB035,DB034
placito	V1		VmF	p2226	DB0B0
plagio	V1		VmF	p2238	DB0D8,DB0D9
plasma	N3B	n	NcC	p2275	DB136,DB135
plasso	V1		VmF	p2279	DB13D
plebiscitum	N2	n	NcB	p2176	DB1B5
plebs	N3B	f	NcC	p2734	DB1BA
plenitudo	N3B	f	NcC	p2330	DB1E4
pleurisis	N3B	f	NcC	p2341	DB1G1
polimen	N3B	n	NcC	p2453	DB304
politia	N1	f	NcA	p2456	DB31A,DB318,DB319
pollex	N3B	m	NcC	p2464	DB337
pondus	N3B	n	NcC	p2559	DB3AG
pons	N3B	m	NcC	p2563	DB3C4,DB3C3
pontifex	N3B	m	NcC	p2566	DB3DG
porisma	N3B	n	NcC	p2629	DB43E,DB43F,DB43G
porta	N1	f	NcA	p2645	DB468,DB46D,DB469,DB46A,DB46B,DB46C
possibilis	N3A	*	Af-	p2693	DB4HD
postero	V1		VmF	p2710	DB526
postis	N3B	m	NcC	p5006	DB542,DB543,DB544,DB541
postpono	V3		VmH	p2731	DB54F
postumo	V1		VmF	p2753	DB55D
potisso	V1		VmF	p2778	DB5A2
praecantamen	N3B	n	NcC	p2806	DB5F3
praecepto	V1		VmF	p2829	DB5FD
praeco	N3B	m	NcC	p2865	DB5HA
praecustodio	V4		VmL	p2898	DB60G
praefamen	N3B	n	NcC	p2966	DB63E
praemeditor	V1		VmF	p3102	DB67A
praeporto	V1		VmF	p3206	DB699
praeputio	V1		VmF	p3222	DB6A2
praesentio	V4		VmL	p3276	DB6CF
praesento	V1		VmF	p3277	DB6C2,DB6C3
praestes	N3B	m	NcC	p3315	DB6FE
praesto	V1		VmF	p3327	DB6F9,DB6FA
praeuenio	V4		VmL	p3431	DB71B,DB71C
praeuio	V1		VmF	p3445	DB720
pragma	N3B	n	NcC	p3458	DB72C,DB72D
prex	N3B	f	NcC	p3521	DB7H5
principo	V1		VmF	p3569	DB848
procalo	V1		VmF	p3634	DB8CE
procapis	N3B	f	NcC	p3635	DB8D0
procer	N3B	m	NcC	p3643	DB8E1
procito	V1		VmF	p3657	DB8FC
procuratrix	N3B	f	NcC	p3698	DB907,DB906
produx	N3B	m	NcC	p3741	DB92F
proficio	V5		VmM	p3763	DB94B
programma	N3B	n	NcC	p3803	DB971
proles	N3B	f	NcC	p3831	DB986
prompto	V1		VmF	p3898	DB9B0
proneptis	N3B	f	NcC	p3917	DB9CA
pronomen	N3B	n	NcC	p3920	DB9CF
propes	N3B	m	NcC	p3972	DB9F2
propetro	V1		VmF	p3973	DB9F3
propilo	V1		VmF	p3985	DB9G3
propio	V1		VmF	p3993	DB9G2
propoma	N3B	n	NcC	p4007	DB9H6
proporto	V1		VmF	p4015	DB9H9
prosilio	V4		VmL	p4107	DBA4F
prospex	N3B	m	NcC	p4127	DBA55
prosto	V1		VmF	p4142	DBA5D
proteruio	V4		VmL	p4171	DBA7B
prouincialis	N3B	m	NcC	p4217	DBAE4
proximo	V1		VmF	p4244	DBAFE
psephisma	N3B	n	NcC	p4283	DBB21
pseudocomitatenses	N3B	m	NcC	p4292	DBB2B
puella	N1	f	NcA	p2919	DBB86
pullo	V1		VmF	p4458	DBBE5
pulpo	V1		VmF	p4479	DBBG6,DBBG7
pus	N3B	n	NcC	p4577	DBCA1,DBCA3
putramen	N3B	n	NcC	p4615	DBCD0
putrilago	N3B	f	NcC	p4625	DBCD2
pythagorisso	V1		VmF	p4666	DBCFC
pyxis	N3B	f	NcC	p4679	DBCFG
quaestiono	V1		VmF	q9103	DBD5E
quando	I		X--	q0127	DBD7E
quietudo	N3B	f	NcC	q0210	DBEBD
quinquessis	N3B	m	NcC	q0272	DBEEG
quinquo	V1		VmF	q0282	DBEE3
quisque	PR	*	Pu-	q9209	DBF0A
quorsum	I		X--	q0315	DBF2A
racco	V1		VmF	r0962	DBF63
ramale	N3B	n	NcC	r0034	DBFDG
rapo	N3B	m	NcC	r0068	DBG35
raptito	V1		VmF	r0972	DBG44
rasamen	N3B	n	NcC	r0083	DBG5D
raucedo	N3B	f	NcC	r0111	DBGFC
raucio	V4		VmL	r0979	DBGFF
reboo	V1		VmF	r0986	DBH62
recalco	V1		VmF	r0989	DBH77,DBH78,DBH79
recolligo	V3		VmH	r1021	DC026,DC027,DC028
recolo	V1		VmF	r1024	DC01E,DC01F
reconsigno	V1		VmF	r1040	DC045,DC046,DC047
recorporo	V1		VmF	r1048	DC066
recremo	V1		VmF	r1051	DC079
rectitudo	N3B	f	NcC	r0208	DC088
recumbo	V3		VmH	r1058	DC09A
redimo	V3		VmH	r1087	DC0G6,DC0G7
redo	N3B	m	NcC	r0240	DC106
redoperio	V4		VmL	r1094	DC10F
reduplico	V1		VmF	r1103	DC121
refluctuo	V1		VmF	r1127	DC169
refrico	V1		VmF	r1136	DC18C
regyro	V1		VmF	r1161	DC232
releuamen	N3B	n	NcC	r0335	DC28H,DC290
remensuro	V1		VmF	r1202	DC2G9
remundo	V1		VmF	r1231	DC32E,DC32F
reno	N3B	m	NcC	r0399	DC35F,DC35G
renouello	V1		VmF	r1248	DC369
repatrio	V1		VmF	r1266	DC39F
repauso	V1		VmF	r1267	DC3A1,DC3A2
repedo	V1		VmF	r1269	DC3A7
repensatrix	N3B	f	NcC	r0425	DC3B2
repignero	V1		VmF	r1276	DC3CG
reploro	V1		VmF	r1283	DC3E2
repondero	V1		VmF	r1288	DC3E8,DC3E9
repraesto	V1		VmF	r1294	DC3HA
reprobatrix	N3B	f	NcC	r0469	DC40B
repropitio	V1		VmF	r1300	DC414
resaluo	V1		VmF	r1318	DC45D
resculpo	V3		VmH	r1326	DC478
resignatrix	N3B	f	NcC	r0513	DC4A8
resilio	V4		VmL	r1339	DC4AA
resono	V1		VmF	r1344	DC4BG
restis	N3B	f	NcC	r0555	DC510,DC511,DC50H
resto	V1		VmF	r0230	DC4HF,DC4HG,DC4HH
resulco	V1		VmF	r1369	DC522
resulto	V1		VmF	r1370	DC523,DC524,DC525
retalio	V1		VmF	r1376	DC53B
rete	N3B	n	NcC	r0574	DC544
retifex	N3B	m	NcC	r0592	DC571
retinnio	V4		VmL	r1390	DC583
reto	V1		VmF	r1391	DC53H
retransmitto	V3		VmH	r1402	DC5B4
