lemma	codlem	gen	codmorf	keep	throwLst
depetigo	N3B	f	NcC	d0783	D4GG8
depeto	V3		VmH	d0785	D4GG9
depilo	V1		VmF	D4GGF	D4GGG
deplano	V1		VmF	d0796	D4GH1
depleo	V2		VmG	d0799	D4GH7
deplico	V1		VmF	d0802	D4GH8,D4GH9
depoculo	V1		VmF	d0811	D4GHE
depompatio	N3B	f	NcC	d0814	D4GHH
depompo	V1		VmF	d0815	D4GHG
depono	V3		VmH	d0818	D4H00,D4H01,D4H04
deportatio	N3B	f	NcC	d0825	D4H0C,D4H0D,D4H0E,D4H0B
deporto	V1		VmF	d0828	D4H09,D4H0A
depositio	N3B	f	NcC	d0831	D4H11,D4H12,D4H13,D4H14
depositor	N3B	m	NcC	d0833	D4H15
depositorium	N2	n	NcB	d0833	D4H16
depositum	N2	n	NcB	d0827	D4H17
depraesento	V1		VmF	d0842	D4H20
depromo	V3		VmH	d0864	D4H2C
deproperus	N2/1	*	Af-	d0866	D4H2E
depropitius	N2/1	*	Af-	d0870	D4H2F
depublico	V1		VmF	D4H35	D4H36
depudesco	V3		VmH	d0874	D4H38
depudico	V1		VmF	d0875	D4H39
depugis	N3A	*	Af-	d0876	D4H3A
depulso	V1		VmF	d0880	D4H3C
deputo	V1		VmF	d0890	D4H3H
derbiosus	N2/1	*	Af-	d0895	D4H50
deretro	I		X--	d0899	D4H5D
deriuo	V1		VmF	d0912	D4H5F
derodo	V3		VmH	d0913	D4H66
derogatio	N3B	f	NcC	d0914	D4H69,D4H6A
derogatorius	N2/1	*	Af-	d0916	D4H6B
derogo	V1		VmF	d0918	D4H68
derrata	N1	f	NcA	D4H6F	D4H6G
deruncino	V1		VmF	d0919	D4H79
deruo	V3		VmH	d0921	D4H75
desacro	V1		VmF	d0924	D4H7F
desannatio	N3B	f	NcC	d0928	D4H8C
desanno	V1		VmF	d0929	D4H8D
desca	N1	f	NcA	D4H99	D4H9A
descendentia	N1	f	NcA	D4HA2	D4HA3
descendo	V3		VmH	d0930	D4HA7,D4HA4,D4HA5,D4HA6
descensus	N4	m	NcD	d9537	D4HAF,D4HAC,D4HAD,D4HAE
descio	V4		VmL	D4HB3	D4HB4
descisco	V3		VmH	d0934	D4HB5
describo	V3		VmH	d0937	D4HBD
descrobo	V1		VmF	d0942	D4HBF
desertitudo	N3B	f	NcC	d0954	D4HD0
deserto	V1		VmF	D4HCG	D4HCH
deseruio	V4		VmL	d0957	D4HD2,D4HD3
desiderabilis	N3A	*	Af-	d0964	D4HE4
desiderium	N2	n	NcB	d0967	D4HEB
desidero	V1		VmF	d0968	D4HE6
designamentum	N2	n	NcB	D4HEH	D4HF0
desipio	V5		VmM	d0980	D4HF9
desma	N3B	n	NcC	d0984	D4HG2
desolo	V1		VmF	d0988	D4HGC
despectator	N3B	m	NcC	d0994	D4HH7
despectio	N3B	f	NcC	d0995	D4HH8
despecto	V1		VmF	d0996	D4HH5,D4HH6
despectrix	N3B	f	NcC	d0998	D4HH9
despectuosus	N2/1	*	Af-	D4HHB	D4HHC
desperatus	N2	m	NcB	D5000	D5002
despicabilis	N3A	*	Af-	d1005	D5004
despico	V1		VmF	d8009	D5006
despicor	V1		VmF	d8008	D5008
desplendesco	V3		VmH	d1008	D500G
despolio	V1		VmF	d1011	D5011
desponsio	N3B	f	NcC	d1014	D5014
desterno	V3		VmH	d1021	D502F
destico	V1		VmF	d1023	D502G
destina	N1	f	NcA	d1027	D502H
destino	V1		VmF	d1030	D5032,D5033,D5034,D5035,D5031
destitutio	N3B	f	NcC	d1033	D5038
destraria	N1	f	NcA	D5041	D5042
destruo	V3		VmH	d1043	D504A
desub	I		X--	d1045	D504E
desultor	N3B	m	NcC	d1058	D5051
desursum	I		X--	d1067	D5056
deta	N1	f	NcA	D5058	D5059
detego	V3		VmH	d1071	D505C,D505D
detentatio	N3B	f	NcC	d1075	D505G
detentator	N3B	m	NcC	d1074	D5060
detentio	N3B	f	NcC	d1076	D5061,D5062
detento	V1		VmF	d1077	D505H
deterioro	V1		VmF	d1083	D5066
determinator	N3B	m	NcC	d1087	D5069
determino	V1		VmF	d1088	D5067,D5068
detineo	V2		VmG	d1100	D506H,D5070
detorno	V1		VmF	d1105	D5075
detracto	V1		VmF	d1115	D5079,D507A
detractus	N4	m	NcD	d9541	D507D,D507E
detriumpho	V1		VmF	d1119	D508A
deturbo	V1		VmF	d1128	D5090
deuastator	N3B	m	NcC	d1132	D5099
deuasto	V1		VmF	d1133	D5098
deuenio	V4		VmL	d1139	D509E
deuenusto	V1		VmF	d1140	D50A0
deuerium	N2	n	NcB	D50A2	D50A3,D50A4
deuio	V1		VmF	d1165	D50B3
deuirgino	V1		VmF	d1168	D50BE
deuitum	N2	n	NcB	D50C1	D50C2
deuoco	V1		VmF	d1174	D50C8
deuotamentum	N2	n	NcB	d1185	D50D2
deuotio	N3B	f	NcC	d1187	D50DA,D50DB
deuoto	V1		VmF	d1189	D50D5,D50D6,D50D7,D50D3,D50D8,D50D4
deuotus	N2	m	NcB	D50E0	D50E1
deuteronomium	N2	n	NcB	d1196	D50E9
dexter	N2/1	*	Af-	d0000	D50EE
dextera	N1	f	NcA	d0003	D50EG
dextrae	N1	f	NcA	D50F4	D50F5,D50F6
dextrale	N3B	n	NcC	d1201	D50F7
dextratio	N3B	f	NcC	d1203	D50FH
dextrator	N3B	m	NcC	d1205	D50G0
dextro	V1		VmF	D50FA	D50FB,D50FC
dextrocherium	N2	n	NcB	d1207	D50G5
diacona	N1	f	NcA	d9877	D50HB
diaconia	N1	f	NcA	d1228	D50HE
diaconicum	N2	n	NcB	d1229	D50HF
diaconissa	N1	f	NcA	d1230	D5100
diaconium	N2	n	NcB	d1228	D5104
diaconus	N2	m	NcB	d9975	D5105
diacopus	N2	m	NcB	d1235	D5109
diadema	N3B	n	NcC	d1236	D510C,D510D
diaeta	N1	f	NcA	d1245	D5115,D5116,D5112,D5113,D5114
dialogista	N1	m	NcA	d1267	D5120
diametrum	N2	n	NcB	d1277	D5127
diapanton	I		X--	d1283	D512E
diapason	N		NcP	d1285	D512F
diaphonia	N1	f	NcA	d1288	D5130
diapsalma	N3B	n	NcC	d1293	D5134
diarium	N2	n	NcB	d1296	D513B
diastema	N3B	n	NcC	d1304	D5142
diatim	I		X--	d1313	D5147
diatretus	N2/1	*	Af-	d1317	D5148
dica	N1	f	NcA	d1329	D5151,D5150
dicatio	N3B	f	NcC	d1333	D5157
dicator	N3B	m	NcC	d1334	D5158
dicibilis	N3A	*	Af-	d1345	D5164
dico	V1		VmF	d1349	D5154
dico	V3		VmH	d1350	D515F,D515G
dicrotum	N2	n	NcB	d1351	D516G
dictator	N3B	m	NcC	d1355	D5176
dictaturio	V4		VmL	d1358	D5178
dictio	N3B	f	NcC	d1361	D517A,D517B,D517D
dicto	V1		VmF	d1365	D5174,D5173
dictores	N3B	m	NcC	D517E	D517F
dictum	N2	n	NcB	d9542	D5182,D517G,D517H,D5180,D5181
dicturio	V4		VmL	d1368	D5184
didascalicus	N2/1	*	Af-	d1460	D518B
didatim	I		X--	d1370	D518F
dierectus	N2/1	*	Af-	d1377	D5199
dies	N5	f	NcE	D519A	D519D,D519E,D519F,D519B,D519G,D519C
dieta	N1	f	NcA	D51A0	D51A1,D51A6,D51A2,D51A7,D51A3,D51A8,D51A4,D51A9,D51A5
dietarium	N2	n	NcB	D51AC	D51AE,D51AD
dietarius	N2/1	*	Af-	D51AF	D51AG
dieto	V1		VmF	D51AA	D51AB
diffamatio	N3B	f	NcC	d1382	D51BC
diffamo	V1		VmF	d1383	D51BB
diffarreatio	N3B	f	NcC	d8383	D51C0
differentia	N1	f	NcA	d9987	D51C5
differo	VA		VmN	d1386	D51C6,D51C7,D51C8
diffibulo	V1		VmF	d1388	D51CB
difficilis	N3A	*	Af-	d1389	D51CE
diffidentia	N1	f	NcA	d9988	D51D6
diffido	V1		VmF	D51D0	D51D1
diffirmo	V1		VmF	d1397	D51DG
diffugium	N2	n	NcB	d1410	D51EC
difio	V4		VmL	D51DB	D51DC
digamus	N2/1	*	Af-	d1421	D51F2
digeries	N5	f	NcE	d1422	D51F7
digero	V3		VmH	d1423	D51F6
digitabulum	N2	n	NcB	d1429	D51FA
digitus	N2	m	NcB	d1434	D51G0
digladior	V1		VmF	d1436	D51G2
digma	N3B	n	NcC	d1437	D51G6,D51G7
dignabilis	N3A	*	Af-	d1438	D51G8
dignatio	N3B	f	NcC	d1439	D51GD,D51GC
dignitas	N3B	f	NcC	d1440	D51H4,D51H0,D51H1,D51H2,D51H3
dignitosus	N2/1	*	Af-	d1441	D51H7
dignoro	V1		VmF	d1443	D51H8
dignoscentia	N1	f	NcA	D51H9	D51HA
dilancino	V1		VmF	d1560	D5202
dilatio	N3B	f	NcC	d1571	D520B
dilato	V1		VmF	d1572	D5206,D5207
dilectio	N3B	f	NcC	d1576	D520H
diligentia	N1	f	NcA	d9990	D5216,D5215
diligibilis	N3A	*	Af-	d1580	D5219
dilorico	V1		VmF	d1585	D521H
diloris	N3A	*	Af-	d1586	D5220
diluculum	N2	n	NcB	d1591	D5222
diludium	N2	n	NcB	d1592	D5223
diluuio	N3B	f	NcC	d1597	D5225
dimachae	N1	m	NcA	d1599	D5226
dimidiatio	N3B	f	NcC	d1612	D5232
dimidietas	N3B	f	NcC	d1614	D5233
dimidio	V1		VmF	d1613	D5231
dimidium	N2	n	NcB	d1611	D5234
dimidius	N2/1	*	Af-	d1611	D5235
diminuo	V3		VmH	d1615	D523C
dimissio	N3B	f	NcC	d1617	D523G,D523H
dimitto	V3		VmH	d1620	D5243
dinoscentia	N1	f	NcA	d9991	D5257
dioecesanus	N2/1	*	Af-	d1631	D5266
diple	N1	f	NcA	d1648	D5275
diploma	N3B	n	NcC	d1651	D5278
dipodia	N1	f	NcA	d1653	D527F
dirae	N1	f	NcA	d1662	D5287
directim	I		X--	d1668	D528F
directorium	N2	n	NcB	d1670	D5290,D5291
directum	N2	n	NcB	D5292	D5293,D5294,D5295
directura	N1	f	NcA	d1689	D5296
diribeo	V2		VmG	d1676	D5299
diribitorium	N2	n	NcB	d1678	D529A
dirigo	V3		VmH	d1680	D529C
dirimo	V3		VmH	d1681	D529F
disaduoo	V1		VmF	D52B0	D52B1
discarico	V1		VmF	d1693	D52D0
discaueo	V2		VmG	d1694	D52D6
discedo	V3		VmH	d1695	D52D8
discentia	N1	f	NcA	d9992	D52DA
disceptim	I		X--	d1699	D52DD
discernibilis	N3A	*	Af-	d1701	D52E0
discerniculum	N2	n	NcB	d1702	D52E1
discerno	V3		VmH	d1703	D52DH
discerpo	V3		VmH	d1704	D52E2
discertatio	N3B	f	NcC	d1707	D52E3
discessus	N4	m	NcD	d9549	D52E5
discingo	V3		VmH	d1714	D52EE,D52EF
disciplina	N1	f	NcA	d1715	D52EH,D52F0,D52EG
disciplinosus	N2/1	*	Af-	d1717	D52F2
discipulatus	N2	m	NcB	D52F4	D52F5
discipulus	N2	m	NcB	d1718	D52F6
disconuenio	V4		VmL	d1732	D52GC
discooperio	V4		VmL	d1733	D52GE
discophorus	N2	m	NcB	d1734	D52GG
discordiosus	N2/1	*	Af-	d1738	D52H3
discordo	V1		VmF	d1741	D52H1
discorio	V1		VmF	d1744	D52H4
discrebilis	N3A	*	Af-	d1746	D52H9
discredo	V3		VmH	d1747	D52HA
discresco	V3		VmH	d1751	D52HC
discretio	N3B	f	NcC	d1753	D52HG,D52HH,D52HF
discretor	N3B	m	NcC	d1755	D5300
discrimen	N3B	n	NcC	d1758	D5303
discrimino	V1		VmF	d1764	D5304
discupio	V5		VmM	d1771	D530E
discurro	V3		VmH	d1772	D530H,D5310,D5312
discursus	N4	m	NcD	d9552	D5311,D5313,D5314
discus	N2	m	NcB	d1778	D5318,D5316,D5317
disertitudo	N3B	f	NcC	d1789	D531H
disglutino	V1		VmF	d1791	D532C
disgrego	V1		VmF	d1792	D5333
disgregus	N2/1	*	Af-	d1793	D5334
disligo	V1		VmF	D5343	D5344
disloco	V1		VmF	D5346	D5347
disparasco	V3		VmH	d1810	D5367
disparatio	N3B	f	NcC	d1811	D5368
dispareo	V2		VmG	d1812	D536B
disparilitas	N3B	f	NcC	d1814	D536E
disparo	V1		VmF	d1815	D5365,D5366
dispectus	N4	m	NcD	d9553	D5371
dispendiosus	N2/1	*	Af-	d1822	D5373
dispendium	N2	n	NcB	d1823	D5375,D5374
dispendo	V3		VmH	d1463	D5372
dispensa	N1	f	NcA	D5378	D5379
dispensatio	N3B	f	NcC	d1825	D537D,D537E
dispensatiuus	N2/1	*	Af-	d1826	D537F
dispensator	N3B	m	NcC	d1827	D537G
dispensatorius	N2/1	*	Af-	d1827	D5382
dispensatrix	N3B	f	NcC	d1829	D5383
dispensio	N3B	f	NcC	d1830	D5384
displano	V1		VmF	d1843	D5391
displicentia	N1	f	NcA	d1824	D5397
displico	V1		VmF	d1845	D5394
displodo	V3		VmH	d1846	D539A
dispositio	N3B	f	NcC	d1851	D539H,D53A0,D53A1,D53A2
dispositum	N2	n	NcB	D53A4	D53A5,D53A6,D53A7
dispuluero	V1		VmF	d1855	D53AD
dispunctor	N3B	m	NcC	d1857	D53AE
dispungo	V3		VmH	d1858	D53AG
disputatio	N3B	f	NcC	d1860	D53B1
disputatorius	N2/1	*	Af-	d1862	D53B2
disputo	V1		VmF	d1865	D53AH,D53B0
dissero	V1		VmF	d1886	D53CF
dissertitudo	N3B	f	NcC	d1892	D53CH
dissertor	N3B	m	NcC	d1894	D53D0
dissido	V3		VmH	d1898	D53D4
dissigillo	V1		VmF	d1899	D53D5
dissigno	V1		VmF	d1902	D53D6,D53D7
dissimilitudo	N3B	f	NcC	d1905	D53D9
dissipo	V1		VmF	d1915	D53DC
dissocialis	N3A	*	Af-	d1918	D53E2
dissolutio	N3B	f	NcC	d1923	D53E9
dissortium	N2	n	NcB	d1929	D53EB
distabesco	V3		VmH	d1939	D53F0
distegum	N2	n	NcB	d1943	D53F6
distempero	V1		VmF	d1945	D53F8
distendo	V3		VmH	d1946	D53FA,D53FB
distermino	V1		VmF	d1951	D53FC
distinctio	N3B	f	NcC	d1958	D53G2
distortor	N3B	m	NcC	d1968	D53G7
distractio	N3B	f	NcC	d1969	D53GB,D53GA
distractor	N3B	m	NcC	d1970	D53GC
distractus	N4	m	NcD	d9559	D53GD,D53GE
distraho	V3		VmH	d1971	D53GF
distributio	N3B	f	NcC	d1975	D53H2,D53H3
distributor	N3B	m	NcC	d1977	D53H4
districtio	N3B	f	NcC	d1978	D53H7
distringo	V3		VmH	d1981	D53HE,D53HF,D53HG
disturbo	V1		VmF	d1985	D5404
ditator	N3B	m	NcC	d1991	D540D
dithalassus	N2/1	*	Af-	d1993	D540E
diualis	N3A	*	Af-	d2006	D5412
diuarico	V1		VmF	d2007	D5413
diuersimode	I		X--	d2016	D541E
diuexus	N2/1	*	Af-	d2025	D5427
diuidia	N1	f	NcA	d2026	D542F
diuidiculum	N2	n	NcB	d2027	D542G
diuido	V3		VmH	d2029	D542E,D542C,D542D
diuiduitas	N3B	f	NcC	d2028	D542H
diuidus	N2/1	*	Af-	d2030	D5430
diuinatio	N3B	f	NcC	d2033	D5439
diuinatrix	N3B	f	NcC	d2035	D543A
diuinitas	N3B	f	NcC	d2037	D543B
diuino	V1		VmF	d2039	D5437
diuinus	N2	m	NcB	d1150	D543F,D543G
diuisa	N1	f	NcA	D5440	D5443,D5444,D5445,D5441,D5446,D5442
diuisim	I		X--	d2042	D5449
diuisio	N3B	f	NcC	d2043	D544F,D544A,D544G,D544B,D544C,D544E
diuisor	N3B	m	NcC	d2044	D5451,D5452
diuoluo	V3		VmH	d2048	D545D
diureticus	N2/1	*	Af-	d2051	D5461
diurnalis	N3B	m	NcC	D5465	D5466
diurno	V1		VmF	d2053	D5467
diurnum	N2	n	NcB	d2054	D546A
diurnus	N2/1	*	Af-	d2054	D546B
diuturnus	N2/1	*	Af-	d2060	D546H
diuus	N2	m	NcB	d0160	D5471
do	V1		VmF	d2066	D4D83
doa	N1	f	NcA	D5477	D5478
doarium	N2	n	NcB	D547F	D547G
dobla	N1	f	NcA	D5481	D5482,D5483
doblerius	N2/1	*	Af-	D5487	D5488
dobletus	N2	m	NcB	D548A	D548B,D548C
doceo	V2		VmG	d2067	D5498
docha	N1	f	NcA	D549A	D549B
docibilis	N3A	*	Af-	d2069	D549D
doctificus	N2/1	*	Af-	d2074	D54A1
doctiloquax	N3A	*	Af-	d2075	D54A2
doctio	N3B	f	NcC	d2077	D54A4
doctisonus	N2/1	*	Af-	d2078	D54A5
doctor	N3B	m	NcC	d2081	D54A7,D54A8,D54A9
doctrina	N1	f	NcA	d2082	D54AE
doctrinum	N2	n	NcB	d2082	D54B2
documentatio	N3B	f	NcC	d2087	D54B5
dodrans	N3B	m	NcC	d2094	D54B8
doga	N1	f	NcA	d2097	D54BE,D54BF,D54BC,D54BD
dogana	N1	f	NcA	D54BH	D54C0
dogma	N3B	n	NcC	d2099	D54C3,D54C4
dogmaticus	N2/1	*	Af-	d2100	D54C6
dogmatizo	V1		VmF	d2102	D54C9
dola	N1	f	NcA	D54D0	D54D1
dolabrum	N2	n	NcB	d2104	D54D2
dolatio	N3B	f	NcC	d2109	D54D5
dolator	N3B	m	NcC	d2110	D54D6
dolatorium	N2	n	NcB	d2110	D54D8
doliarium	N2	n	NcB	d2430	D54E4
dolidus	N2/1	*	Af-	d2119	D54E7
dolium	N2	n	NcB	D54E9	D54EB,D54EC,D54ED
dolorosus	N2/1	*	Af-	d7126	D54F4
dolositas	N3B	f	NcC	d2127	D54F5,$0313
doma	N3B	n	NcC	d2131	D54FB,D54FC,D54FD
domanium	N2	n	NcB	D54G2	D54G3
domesticitas	N3B	f	NcC	d2139	D54H0
domestico	V1		VmF	D54GF	D54GG
domesticus	N2	m	NcB	D54H1	D54H3,D54H4,D54H5,D54H6,D54H2
domicella	N1	f	NcA	D54H8	D54H9,D54HA
domicellae	N1	f	NcA	D54HB	D54HC
domicellus	N2	m	NcB	D54HE	D54HG,D54HH
domina	N1	f	NcA	d0165	D5512,D550F,D5513,D550H,D5515,D5510,D5517,D5511
dominabilis	N3A	*	Af-	D5518	D5519
dominatio	N3B	f	NcC	d2145	D551H,D5520,D5521,D5522,D551G
dominatura	N1	f	NcA	D5524	D5525
dominicale	N3B	n	NcC	D552C	D552D
dominicum	N2	n	NcB	d0294	D5533,D5534,D5535
dominium	N2	n	NcB	d2150	D553C,D553A,D553B
dominor	V1		VmF	d2151	D551F
dominulus	N2	m	NcB	d0299	D553F
dominus	N2	m	NcB	d0210	D553H,D5544,D5549,D5540,D5545,D554A,D5541,D5546,D5542,D5547,D553G,D5543,D5548
domiseda	N1	f	NcA	d2155	D554C
domitus	N4	m	NcD	d9563	D5550
domus	N2	f	NcB	d2164	D5565,D556A,D5566,D5567,D5568,D5569
domus	N4	f	NcD	d2164	D5568,D5569,D5565,D556A,D5566,D5567
dona	N1	f	NcA	D556C	D556D
donarium	N2	n	NcB	d2168	D5570
donarius	N2/1	*	Af-	d2168	D5572,D5571
donata	N1	f	NcA	D5573	D5574
donati	N2	m	NcB	D5578	D5579
donatio	N3B	f	NcC	d2170	D557E
donatiuum	N2	n	NcB	d2172	D557G
donator	N3B	m	NcC	d2173	D557H
donec	I		X--	d2176	D5587
donicum	N2	n	NcB	D558G	D558H
donna	N1	f	NcA	D5594	D5595
donnus	N2	m	NcB	D559A	D559B
dono	V1		VmF	d2179	D556G
donum	N2	n	NcB	d2180	D559F,D559G,D559H
dorca	N1	f	NcA	D55AB	D55AC
doricus	N2/1	*	Af-	26773	D55B6
dormio	V4		VmL	d2184	D55BE,D55BF,D55BG
dormitor	N3B	m	NcC	d2189	D55C0
dormitorium	N2	n	NcB	d2189	D55C4,D55C5,D55C6,D55C3
dorsus	N2	m	NcB	D55D2	D55D3
dos	N3B	f	NcC	d2197	D55DB,D55DC,D55DA
dosinus	N2	m	NcB	D55DH	D55E0
dossus	N2	m	NcB	D55EB	D55EC
doublerium	N2	n	NcB	D55FD	D55FE
draco	N3B	m	NcC	d2206	D55H7,D55H8,D55H9
dracontarium	N2	n	NcB	d2212	D55HF
dracunculus	N2	m	NcB	d2217	D55HG
dragma	N3B	n	NcC	D5603	D5604
drama	N3B	n	NcC	d2218	D560E,D560F
drappellio	N3B	m	NcC	D561B	D561C
drappus	N2	m	NcB	d2221	D561F
drenso	V1		VmF	d2224	D562D
drizo	V1		VmF	D5647	D5648
dropacista	N1	m	NcA	d2237	D5653
drungus	N2	m	NcB	d2243	D5666
druppa	N1	f	NcA	d2244	D5667
dualitas	N3B	f	NcC	d2251	D566H
duanus	N2/1	*	Af-	D5671	D5672
dubenus	N2	m	NcB	d2254	D5678
dubietas	N3B	f	NcC	d2255	D5679
dubiosus	N2/1	*	Af-	d2256	D567E,D567D
dubitantia	N1	f	NcA	D567H	D5680
dubito	V1		VmF	d2262	D5681
dubius	N2/1	*	Af-	d2263	D5686
dubo	V1		VmF	d2264	D5675
ducalis	N3A	*	Af-	d2265	D568G
ducator	N3B	m	NcC	d2267	D569B
ducatrix	N3B	f	NcC	d2268	D569D
ducatus	N2	m	NcB	D569E	D56A2,D569G,D569H,D56A0,D56A1,D569F
ducenarius	N2/1	*	Af-	d2270	D56A6,D56A7
ducianus	N2/1	*	Af-	d2278	D56AG
duco	V1		VmF	D5693	D5694
ductilis	N3A	*	Af-	d2282	D56C1
ducto	V1		VmF	d2286	D56BF
ductor	N3B	m	NcC	d2287	D56C4,D56C5
ductrix	N3B	f	NcC	d2288	D56C7
ductus	N4	m	NcD	d9564	D56C9,D56CA
duella	N1	f	NcA	d2290	D56CE
duellio	N3B	f	NcC	D56D2	D56D4
duellium	N2	n	NcB	D56D6	D56D7
duello	V1		VmF	D56CF	D56CG
duellum	N2	n	NcB	D56D8	D56DA,D56D9
dugaria	N1	f	NcA	D56E1	D56E2
duicensus	N2/1	*	Af-	d2292	D56E5
duitas	N3B	f	NcC	d2294	D56E9
dulcacidus	N2/1	*	Af-	d2295	D56EC
dulcator	N3B	m	NcC	d2296	D56EH
dulcedo	N3B	f	NcC	d2297	D56F1
dulciarium	N2	n	NcB	d2299	D56F6
dulcifico	V1		VmF	d2302	D56FB
dulcifluus	N2/1	*	Af-	d2303	D56FC
dulciloquus	N2/1	*	Af-	d2304	D56FD
dulcimodus	N2/1	*	Af-	d2305	D56FE
dulcisonus	N2/1	*	Af-	d2311	D56G0
dulcium	N2	n	NcB	d2309	D56G1
dulco	V1		VmF	d2314	D56EF
dulcor	N3B	m	NcC	d2315	D56G3
dulcoro	V1		VmF	d7315	D56G4
dulice	I		X--	d2316	D56GC
duo	V3		VmH	D56DC	D56HC
duodena	N1	f	NcA	D56HH	D5703,D5704,D5700,D5705,D5701,D5706,D5702
duodennis	N3A	*	Af-	d2346	D5709
dupla	N1	f	NcA	d2379	D570H,D5710,D570F,D570G
duplaris	N3A	*	Af-	d2367	D5713
duplarium	N2	n	NcB	D5714	D5715,D5716,D5717
duplex	N3A	*	Af-	d2371	D571A
duplicarius	N2/1	*	Af-	d2372	D571G,D571F
duplicata	N1	f	NcA	D571H	D5720
duplicator	N3B	m	NcC	d2374	D5721
duplicitas	N3B	f	NcC	d2375	D5724
duplico	V1		VmF	d2376	D571E,D571D
duplo	N3B	m	NcC	D5726	D5727
duplo	V1		VmF	d2378	D5711,D5712
duplum	N2	n	NcB	d2379	D572B
durabilitas	N3B	f	NcC	d2383	D5734
duricordia	N1	f	NcA	d2391	D5748
durnus	N2	m	NcB	D5752	D5753
duro	V1		VmF	d2400	D5738,D5739
durus	N2/1	*	Af-	d2401	D5759
dux	N3B	m	NcC	D575G	D575H,D5760
dyspepsia	N1	f	NcA	d2419	D5770
ebriamen	N3B	n	NcC	e0014	D5794
ebrio	V1		VmF	e0016	D5795
ebullio	V4		VmL	e0023	D5799
ecbasis	N3B	f	NcC	e0032	D579G
eccentros	N2/1	*	Af-	e0036	D57A0
ecclesia	N1	f	NcA	e0037	D57A4,D57A5
ecclesiasticus	N2	m	NcB	e0038	D57B0,D57B1,D57B2,D57AH
ecclesiola	N1	f	NcA	e0039	D57B3
echoicus	N2/1	*	Af-	e0053	D57C2
echones	N3B	m	NcC	D57C4	D57C5
ecpyrosis	N3B	f	NcC	e0063	D57D8
ectroma	N3B	n	NcC	e0066	D57DG
edentulus	N2/1	*	Af-	e0077	D57EA
edia	N1	f	NcA	D57ED	D57EE
edictio	N3B	f	NcC	e0083	D57F3
edicto	V1		VmF	e0084	D57F4
edictum	N2	n	NcB	e9956	D57FA,D57F6,D57FB,D57F7,D57FC,D57F8,D57F9
edissertio	N3B	f	NcC	e0089	D57G6
editio	N3B	f	NcC	e0092	D57G8,D57G9,D57G7
editum	N2	n	NcB	e0128	D57GD
editus	N4	m	NcD	e0128	D57GE
edo	N3B	m	NcC	e0096	D57GG
educo	V1		VmF	e0105	D57HB
educo	V3		VmH	e0106	D57HD,D57HE
edulco	V1		VmF	e0109	D57HG
effabilis	N3A	*	Af-	e0114	D5808
effamen	N3B	n	NcC	e0116	D580D
effectiuus	N2/1	*	Af-	e0117	D5817
effectum	N2	n	NcB	e9981	D581A
effecundo	V1		VmF	e0121	D581D
effemino	V1		VmF	e0123	D581F
efferuesco	V3		VmH	e0130	D5822
effetus	N2/1	*	Af-	e0133	D5826
efficabilis	N3A	*	Af-	e0134	D582A
efficacia	N1	f	NcA	e0135	D582B
efficientia	N1	f	NcA	e0131	D5831
effigia	N1	f	NcA	e0144	D5834
effigies	N5	f	NcE	e0144	D5837
effigio	V1		VmF	e0145	D5838,D5835
efflicto	V1		VmF	e0156	D583D
effloreo	V2		VmG	e0159	D583E
effluo	V3		VmH	e0160	D583G
effluus	N2/1	*	Af-	e0161	D583H
effossio	N3B	f	NcC	e0170	D5853
effrons	N3A	*	Af-	e0179	D585A
effrutico	V1		VmF	e0180	D585C
effugo	V1		VmF	e0185	D585G
effumo	V1		VmF	e0192	D5862
effusor	N3B	m	NcC	e0196	D5867
egentia	N1	f	NcA	e9992	D5877
egersimon	N2	n	NcB	e0212	D587C
egestas	N3B	f	NcC	e0213	D587D
egestus	N4	m	NcD	e9965	D587F
eglecopala	N1	f	NcA	e0217	D5886
egredior	V5		VmM	e0221	D5893
egressus	N4	m	NcD	e9966	D5899
egurgito	V1		VmF	e0225	D58A7
eiectamentum	N2	n	NcB	e0233	D58AF
eiectio	N3B	f	NcC	e0235	D58AG
eiectus	N4	m	NcD	e9967	D58B0,D58AH
eiicio	V5		VmM	D58B3	D58B4
elaboro	V1		VmF	e0246	D58C7
elaqueo	V1		VmF	e0259	D58CB
elargatio	N3B	f	NcC	D58CG	D58CH
elargo	V1		VmF	D58CD	D58CE,D58CF
elatio	N3B	f	NcC	e0265	D58D4
elauo	V1		VmF	e0269	D58D8
electa	N2	n	NcB	D58DD	D58DE,D58DF
electi	N2	m	NcB	D58DH	D58E4,D58E0,D58E5,D58E1,D58E2,D58E3
electio	N3B	f	NcC	e0274	D58E7
electrum	N2	n	NcB	e0281	D58EB
electuarium	N2	n	NcB	D58EC	D58ED
eleemosyna	N1	f	NcA	e0283	D58F9,D58FA,D58EG,D58EH,D58F1
eleemosynaria	N1	f	NcA	D58F0	D58FC,D58F4,D58F5,D58F6,D58F2,D58FB,D58F3
eleemosynarii	N2	m	NcB	D58FE	D58FF,D58FG,D58FH,D58G0
eleemosynarius	N2/1	*	Af-	e0284	D58G2,D58FD,D58G1
eleemosyno	V1		VmF	D58F7	D58F8
elementum	N2	n	NcB	e0296	D58GE
elenchus	N2	m	NcB	e0297	D58H2
elephantia	N1	f	NcA	e0303	D58H6
elephantiosus	N2/1	*	Af-	e0308	D58H8
eleuamentum	N2	n	NcB	e1946	D58HE
eleuatio	N3B	f	NcC	e0313	D5902
