lemma	codlem	gen	codmorf	NoLemLat	NoLiLaL	NoLiLaH	NoB	NoO	NoD	LemLatLST	LiLaLST
coca	N1	f	NcA	2	1	0	0	0	2	90110(D3DFH),90109(D3DFG)	lemma/42244
cocca	N1	f	NcA	2	1	0	0	0	2	90122(D3DG8),90121(D3DG7)	lemma/42252
coccinum	N2	n	NcB	2	1	0	1	0	1	90131(D3DGH),7715(c2245)	lemma/94658
coccus	N2	m	NcB	2	1	0	0	0	2	90124(D3DH7),90123(D3DH6)	lemma/94660
cocha	N1	f	NcA	5	1	0	0	0	5	90140(D3DHB),90143(D3DHE),90142(D3DHD),90139(D3DHA),90141(D3DHC)	lemma/42269
cochetus	N2	m	NcB	3	1	0	0	0	3	90145(D3DHG),90146(D3DHH),90147(D3E00)	lemma/42271
cochia	N1	f	NcA	2	1	0	0	0	2	90149(D3E02),90148(D3E01)	lemma/42272
cochlea	N1	f	NcA	3	1	0	1	0	2	90153(D3E06),90152(D3E05),7723(c2252)	lemma/94666
cochlear	N3B	n	NcC	2	1	0	0	0	2	90158(D3E09),90157(D3E08)	lemma/94667
coclear	N3B	n	NcC	3	1	0	0	0	3	90179(D3E1G),90181(D3E1E),90180(D3E1F)	lemma/94667
cocta	N1	f	NcA	5	1	0	1	0	4	90205(D3E34),90204(D3E33),90203(D3E32),90202(D3E31),7739(c4027)	lemma/96590
coctia	N1	f	NcA	3	1	0	0	0	3	90213(D3E39),90215(D3E3B),90214(D3E3A)	lemma/42311
coctilis	N3A	*	Af-	2	1	0	1	0	1	7741(c7248),90217(D3E3D)	lemma/97564
coctio	N3B	f	NcC	2	1	0	1	0	1	90218(D3E3E),7742(c7249)	lemma/97565
coctiuus	N2/1	*	Af-	2	1	0	1	0	1	7744(c7251),90219(D3E3F)	lemma/97567
coctum	N2	n	NcB	2	1	0	1	0	1	90200(D3E40),7746(c4027)	lemma/96591
coctura	N1	f	NcA	3	1	0	1	0	2	7747(c9933),90223(D3E42),90222(D3E41)	lemma/97774
coctus	N2	m	NcB	2	1	0	0	0	2	90208(D3E44),90207(D3E43)	lemma/42315
cocula	N1	f	NcA	4	1	0	0	0	4	90225(D3E47),90226(D3E48),90227(D3E49),90228(D3E4A)	lemma/42317
coculum	N2	n	NcB	3	1	0	1	0	2	90229(D3E4D),90230(D3E4E),7749(c7254)	lemma/97570
codex	N3B	m	NcC	2	1	0	0	0	2	90249(D3E5C),90248(D3E5B)	lemma/93188
codia	N1	f	NcA	2	1	0	1	0	1	90246(D3E5D),7751(c7256)	lemma/97572
coelectus	N2/1	*	Af-	2	1	0	1	0	1	90270(D3E70),7756(c7262)	lemma/97577
coelum	N2	n	NcB	2	1	0	0	0	2	90269(D3E77),90268(D3E76)	lemma/92231
coemeterium	N2	n	NcB	2	1	0	1	0	1	90276(D3E79),7761(c2267)	lemma/94681
coenobita	N1	m	NcA	2	1	0	1	0	1	7768(c2274),90292(D3E86)	lemma/94688
coenobium	N2	n	NcB	2	1	0	1	0	1	90289(D3E87),7769(c1110)	lemma/93386
coepiscopus	N2	m	NcB	2	1	0	1	0	1	7778(c2283),90303(D3E8H)	lemma/94697
coetus	N4	m	NcD	2	1	0	1	0	1	90312(D3E99),7790(c2292)	lemma/94706
cofanus	N2	m	NcB	2	1	0	1	0	1	90319(D3E9D),7793(c2295)	lemma/94709
cofus	N2	m	NcB	2	1	0	0	0	2	90317(D3EA3),90316(D3EA2)	lemma/42392
cogitamen	N3B	n	NcC	2	1	0	1	0	1	7796(c2298),90356(D3EBF)	lemma/94712
cogitatorium	N2	n	NcB	2	1	0	1	0	1	7801(c2303),90360(D3EC1)	lemma/94717
cognatio	N3B	f	NcC	2	1	0	1	0	1	7807(c2306),90367(D3EC6)	lemma/94720
cognatus	N2	m	NcB	2	1	0	1	0	1	90366(D3EC7),7808(c2307)	lemma/94723
cognitio	N3B	f	NcC	2	1	0	1	0	1	90371(D3ECA),7810(c2308)	lemma/94724
cognitionalis	N3A	*	Af-	2	1	0	1	0	1	7811(c2309),90374(D3ECB)	lemma/94725
cognitiones	N3B	f	NcC	2	1	0	0	0	2	90373(D3ECE),90372(D3ECD)	lemma/42429
cognitor	N3B	m	NcC	2	1	0	1	0	1	7813(c2311),90375(D3ECF)	lemma/94727
cognitus	N4	m	NcD	2	1	0	1	0	1	7817(c9860),90369(D3ECG)	lemma/97687
cognomen	N3B	n	NcC	2	1	0	1	0	1	7819(c2315),90377(D3ECH)	lemma/94731
cognoscentia	N1	f	NcA	2	1	0	1	0	1	7826(c2305),90378(D3ED1)	lemma/94719
cognosco	V3		VmH	5	1	0	1	0	4	7828(c2322),90380(D3ED3),90379(D3ED2),90381(D3ED4),90382(D3ED5)	lemma/94738
cognus	N2	m	NcB	2	1	0	0	0	2	90364(D3ED7),90363(D3ED6)	lemma/42431
cohabitator	N3B	m	NcC	2	1	0	1	0	1	7831(c2324),90392(D3EE1)	lemma/94740
cohaerentia	N1	f	NcA	2	1	0	1	0	1	90394(D3EE3),7834(c9935)	lemma/97776
cohibeo	V2		VmG	2	1	0	1	0	1	7839(c2330),147306(D3EEA)	lemma/94746
cohibilis	N3A	*	Af-	2	1	0	1	0	1	7840(c2331),90400(D3EEB)	lemma/94747
cohoperta	N1	f	NcA	3	1	0	0	0	3	90405(D3EEG),90407(D3EF0),90406(D3EEH)	lemma/42454
cohopertura	N1	f	NcA	2	1	0	0	0	2	90409(D3EF2),90408(D3EF1)	lemma/42455
cohors	N3B	f	NcC	2	1	0	1	0	1	7844(c2335),90410(D3EF3)	lemma/94751
cohortalis	N3A	*	Af-	2	1	0	1	0	1	7846(c2337),90411(D3EF5)	lemma/94753
coinquino	V1		VmF	2	1	0	1	0	1	7860(c2349),147308(D3EG3)	lemma/94766
coinus	N2	m	NcB	2	1	0	0	0	2	90428(D3EG5),90429(D3EG6)	lemma/42472
coket	N		NcP	2	1	0	0	0	2	90447(D3EH4),90448(D3EH5)	lemma/42486
cola	N1	f	NcA	9	1	0	1	0	8	90449(D3EH6),90456(D3EHD),90455(D3EHC),90454(D3EHB),90453(D3EHA),90452(D3EH9),90451(D3EH8),90450(D3EH7),7864(c9979)	lemma/97827
colaphizo	V1		VmF	2	1	0	1	0	1	147309(D3F0B),7865(c2353)	lemma/94772
colaphus	N2	m	NcB	2	1	0	1	0	1	7866(c2354),90482(D3F0C)	lemma/94773
colera	N1	f	NcA	3	1	0	0	0	3	90507(D3F24),90509(D3F26),90508(D3F25)	lemma/93810
colerium	N2	n	NcB	4	1	0	0	0	4	90511(D3F2C),90513(D3F2E),90510(D3F2B),90512(D3F2D)	lemma/42528
coletus	N2	m	NcB	2	1	0	0	0	2	90519(D3F32),90520(D3F33)	lemma/42534
colimbus	N2	m	NcB	2	1	0	1	0	1	90538(D3F41),7876(c2362)	lemma/94783
colitor	N3B	m	NcC	2	1	0	1	0	1	90551(D3F4F),7878(c2364)	lemma/94785
colla	N1	f	NcA	3	1	0	0	0	3	90554(D3F50),90555(D3F51),90556(D3F52)	lemma/42563
collacteus	N2	m	NcB	2	1	0	1	0	1	7892(c4401),90571(D3F57)	lemma/97003
colladerius	N2/1	*	Af-	2	1	0	0	0	2	90573(D3F59),90572(D3F58)	lemma/42568
collare	N3B	n	NcC	2	1	0	1	0	1	7896(c2379),90577(D3F5C)	lemma/94805
collarium	N2	n	NcB	2	1	0	1	0	1	7899(c2379),90575(D3F60)	lemma/94803
collata	N1	f	NcA	2	1	0	0	0	2	90585(D3F63),90584(D3F62)	lemma/42575
collatero	V1		VmF	2	1	0	1	0	1	7900(c2381),147310(D3F67)	lemma/94807
collatio	N3B	f	NcC	5	1	0	1	0	4	90594(D3F6B),90595(D3F6C),90596(D3F6D),90597(D3F6E),7902(c2383)	lemma/94809
collatiuum	N2	n	NcB	2	1	0	1	0	1	90599(D3F6G),7903(c2384)	lemma/94811
collatiuus	N2/1	*	Af-	2	1	0	1	0	1	7904(c2384),90598(D3F6H)	lemma/94810
collatores	N3B	m	NcC	2	1	0	0	0	2	90600(D3F71),90601(D3F70)	lemma/42583
collatum	N2	n	NcB	2	1	0	0	0	2	90582(D3F73),90581(D3F72)	lemma/42584
collaudator	N3B	m	NcC	2	1	0	1	0	1	7910(c2389),90603(D3F78)	lemma/94816
collaudo	V1		VmF	2	1	0	1	0	1	90604(D3F76),7911(c2390)	lemma/94817
collecta	N1	f	NcA	12	1	0	1	0	11	90617(D3F81),90616(D3F80),90619(D3F83),90609(D3F7B),90610(D3F7C),90618(D3F82),90612(D3F7E),90613(D3F7F),90614(D3F7G),90615(D3F7H),90611(D3F7D),43559(c9936)	lemma/97777
collectaculum	N2	n	NcB	2	1	0	1	0	1	90622(D3F85),7913(c2392)	lemma/94819
collectalis	N3B	f	NcC	2	1	0	0	0	2	90624(D3F88),90625(D3F86)	lemma/42589
collectarius	N2/1	*	Af-	4	1	0	0	0	4	90631(D3F8G),90628(D3F8D),90629(D3F8E),90630(D3F8F)	lemma/42595
collectio	N3B	f	NcC	5	1	0	1	0	4	7919(c2397),90639(D3F95),90637(D3F93),90640(D3F96),90638(D3F94)	lemma/94825
collectum	N2	n	NcB	2	1	0	1	0	1	90607(D3F9A),7922(c9936)	lemma/97778
collega	N1	m	NcA	2	1	0	1	0	1	7924(c2400),90643(D3F9C)	lemma/94828
collegialis	N3A	*	Af-	2	1	0	1	0	1	7926(c2402),90650(D3F9G)	lemma/94830
collegiarius	N2/1	*	Af-	2	1	0	1	0	1	7928(c4407),90653(D3FA2)	lemma/97009
collema	N3B	n	NcC	2	1	0	1	0	1	90657(D3FA9),7932(c2406)	lemma/94835
collibro	V1		VmF	2	1	0	1	0	1	90676(D3FBB),7942(c2413)	lemma/94842
collifana	N1	f	NcA	2	1	0	1	0	1	7950(c2422),90680(D3FBG)	lemma/94851
colligatio	N3B	f	NcC	2	1	0	1	0	1	90691(D3FC3),7952(c2424)	lemma/94853
colligo	V3		VmH	5	1	0	1	0	4	7955(c2426),90687(D3FC9),90684(D3FC6),90685(D3FC7),90686(D3FC8)	lemma/94855
collimitium	N2	n	NcB	2	1	0	1	0	1	7957(c2428),90694(D3FCD)	lemma/94857
collina	N1	f	NcA	2	1	0	1	0	1	7960(c2433),90695(D3FCE)	lemma/94864
collo	V1		VmF	3	1	0	0	0	3	90562(D3F5E),90561(D3F5D),90560(D3F5B)	lemma/42570
collocatio	N3B	f	NcC	2	1	0	1	0	1	90704(D3FD6),7971(c2440)	lemma/94871
colloco	V1		VmF	2	1	0	1	0	1	90703(D3FD5),7972(c2441)	lemma/94872
collocutio	N3B	f	NcC	2	1	0	1	0	1	7974(c2443),90705(D3FD9)	lemma/94874
collocutor	N3B	m	NcC	2	1	0	1	0	1	90706(D3FDA),7975(c2444)	lemma/94875
collogium	N2	n	NcB	2	1	0	0	0	2	90708(D3FDC),90709(D3FDD)	lemma/42650
colloquium	N2	n	NcB	3	1	0	1	0	2	90714(D3FE1),90715(D3FE2),7976(c2445)	lemma/94876
colludium	N2	n	NcB	2	1	0	1	0	1	90722(D3FE9),7984(c2452)	lemma/94883
collum	N2	n	NcB	3	1	0	0	0	3	90557(D3FEC),90558(D3FED),90559(D3FEE)	lemma/94889
collus	N2	m	NcB	4	1	0	0	0	4	90563(D3FF0),90564(D3FEG),90565(D3FEH),90566(D3FEF)	lemma/94888
collutio	N3B	f	NcC	2	1	0	1	0	1	7997(c2466),90726(D3FF1)	lemma/94899
collybista	N1	m	NcA	2	1	0	1	0	1	8003(c2472),90727(D3FF2)	lemma/94906
collyrida	N1	f	NcA	2	1	0	1	0	1	90728(D3FF3),43560(c2476)	lemma/94910
colo	V1		VmF	7	1	0	1	0	6	90466(D3FFA),90465(D3F0H),90464(D3F0G),90461(D3F0D),90462(D3F0E),90463(D3F0F),8010(c2479)	lemma/94915
colobium	N2	n	NcB	2	1	0	1	0	1	8015(c2484),90737(D3FFE)	lemma/94920
colobus	N2/1	*	Af-	2	1	0	1	0	1	90734(D3FFG),8016(c2485)	lemma/94921
colona	N1	f	NcA	4	1	0	1	0	3	90753(D3FGC),90754(D3FGD),90755(D3FGE),8021(c0191)	lemma/92325
colonellum	N2	n	NcB	2	1	0	0	0	2	90762(D3FH1),90761(D3FH0)	lemma/42691
colonellus	N2	m	NcB	3	1	0	0	0	3	90763(D3FH2),90764(D3FH3),90765(D3FH4)	lemma/42692
colonica	N1	f	NcA	2	1	0	0	0	2	90769(D3FHA),90768(D3FH9)	lemma/42696
colonus	N2	m	NcB	2	1	0	1	0	1	90756(D3FHD),8029(c2497)	lemma/94936
colophon	N3B	m	NcC	2	1	0	1	0	1	8030(c2498),90773(D3FHG)	lemma/94937
coloro	V1		VmF	3	1	0	1	0	2	8040(c2507),147313(D3G03),147312(D3G02)	lemma/94947
colpus	N2	m	NcB	2	1	0	0	0	2	90781(D3G0B),90782(D3G0C)	lemma/42709
colta	N1	f	NcA	2	1	0	0	0	2	90785(D3G0D),90786(D3G0E)	lemma/42710
colubrarius	N2/1	*	Af-	2	1	0	0	1	1	90793(D3G13),51535(18496)	lemma/42717
colubrina	N1	f	NcA	2	1	0	1	0	1	90795(D3G15),8053(c2518)	lemma/94961
colubrosus	N2/1	*	Af-	2	1	0	1	0	1	90797(D3G17),8055(c2519)	lemma/94962
colum	N2	n	NcB	4	1	0	0	0	4	90458(D3G1B),90460(D3G1D),90459(D3G1C),90457(D3G1A)	lemma/94963
columba	N1	f	NcA	5	1	0	1	0	4	90803(D3G1F),90804(D3G1G),90805(D3G1H),90802(D3G1E),8056(c2521)	lemma/94964
columbar	N3B	n	NcC	2	1	0	0	0	2	90811(D3G20),90810(D3G21)	lemma/94966
columbarium	N2	n	NcB	3	1	0	1	0	2	90807(D3G23),90808(D3G24),8058(c2523)	lemma/94969
columbulus	N2	m	NcB	2	1	0	1	0	1	8067(c2530),90818(D3G2B)	lemma/94977
columbum	N2	n	NcB	2	1	0	0	0	2	90801(D3G2D),90800(D3G2C)	lemma/42728
columbus	N2	m	NcB	2	1	0	1	0	1	90806(D3G2E),8068(c2521)	lemma/94965
columella	N1	f	NcA	2	1	0	1	0	1	8069(c2531),90819(D3G2F)	lemma/94978
columna	N1	f	NcA	2	1	0	1	0	1	8073(c2535),90823(D3G31)	lemma/94982
columnatio	N3B	f	NcC	2	1	0	1	0	1	8079(c2539),90824(D3G33)	lemma/94988
colurnus	N2/1	*	Af-	2	1	0	1	0	1	8084(c2543),90831(D3G3B)	lemma/94992
colus	N2	m	NcB	2	1	0	0	0	2	90468(D3G3D),90467(D3G3C)	lemma/94887
colymbus	N2	m	NcB	2	1	0	1	0	1	8091(c2550),90834(D3G3G)	lemma/95001
coma	N1	f	NcA	5	1	0	1	0	4	8094(c2551),90839(D3G43),90837(D3G41),90840(D3G44),90838(D3G42)	lemma/95002
comanda	N1	f	NcA	3	1	0	0	0	3	90844(D3G48),90845(D3G49),90846(D3G4A)	lemma/42744
comans	N3A	*	Af-	2	0	1	1	0	1	90853(D3G4H),8096(c2553)	hypolemma/7892
comarchus	N2	m	NcB	2	1	0	1	0	1	8097(c7553),90855(D3G50)	lemma/97586
comata	N1	f	NcA	2	1	0	0	0	2	90857(D3G53),90856(D3G52)	lemma/42752
combaiulo	V1		VmF	2	1	0	1	0	1	8101(c2556),152731(D3G59)	lemma/95008
combino	V1		VmF	3	1	0	1	0	2	8108(c2563),147315(D3G63),147314(D3G62)	lemma/95015
combustio	N3B	f	NcC	3	1	0	1	0	2	8112(c2567),90882(D3G6H),90881(D3G6G)	lemma/95019
combustura	N1	f	NcA	2	1	0	1	0	1	8114(c9938),90883(D3G70)	lemma/97781
comes	N3B	m	NcC	2	1	0	0	0	2	90932(D3G85),90931(D3G84)	lemma/95024
comesor	N3B	m	NcC	2	1	0	1	0	1	90904(D3G87),8120(c2573)	lemma/95025
comestibilis	N3A	*	Af-	2	1	0	1	0	1	90912(D3G8E),8121(c2574)	lemma/95026
comicus	N2/1	*	Af-	3	1	0	1	1	1	8127(c2577),90918(D3G96),51567(18619)	lemma/95029
comis	N3A	*	Af-	2	1	0	1	0	1	90841(D3G9B),8129(c2579)	lemma/95032
comissor	V1		VmF	2	1	0	1	0	1	8134(c2584),147316(D3G9E)	lemma/95037
comitas	N3B	f	NcC	2	1	0	1	0	1	90951(D3GA9),8136(c2586)	lemma/95039
comitatensis	N3A	*	Af-	2	1	0	1	0	1	8137(c2587),90954(D3GAA)	lemma/95040
comitatinus	N2	m	NcB	2	1	0	0	0	2	90956(D3GAD),90955(D3GAC)	lemma/42828
comitatus	N2	m	NcB	7	1	0	0	0	7	90950(D3GB9),90949(D3GB8),90948(D3GB7),90947(D3GB6),90946(D3GB5),90945(D3GB4),90944(D3GB3)	lemma/95041
comitatus	N4	m	NcD	2	1	0	1	0	1	90943(D3GB2),8138(c2588)	lemma/95041
comitia	N1	f	NcA	2	1	0	0	0	2	90964(D3GBD),90963(D3GBC)	lemma/42838
comitiua	N1	f	NcA	3	1	0	1	0	2	90974(D3GC6),90973(D3GC5),8145(c2594)	lemma/95050
comitium	N2	n	NcB	2	1	0	1	0	1	8146(c2593),90934(D3GC7)	lemma/95048
comitiuus	N2/1	*	Af-	2	1	0	1	0	1	90972(D3GC9),8147(c2594)	lemma/95049
comitus	N2	m	NcB	2	1	0	0	0	2	90930(D3GCC),90933(D3GCD)	lemma/42849
comma	N3B	n	NcC	2	1	0	1	0	1	90980(D3GCG),8149(c2596)	lemma/95053
commalliolo	V1		VmF	2	1	0	1	0	1	8158(c7604),149025(D3GD4)	lemma/97587
commanda	N1	f	NcA	2	1	0	0	0	2	90990(D3GD6),90989(D3GD5)	lemma/42858
commaneo	V2		VmG	2	1	0	1	0	1	90987(D3GDF),5532(c2608)	lemma/95066
commasculo	V1		VmF	2	1	0	1	0	1	8171(c2618),147318(D3GE3)	lemma/95077
commastico	V1		VmF	2	1	0	1	0	1	147320(D3GE5),8172(c2619)	lemma/95078
commater	N3B	f	NcC	2	1	0	1	0	1	8173(c2620),91004(D3GE6)	lemma/95079
commaticus	N2/1	*	Af-	2	1	0	1	0	1	91003(D3GE7),8174(c2621)	lemma/95080
commeatalis	N3A	*	Af-	2	1	0	1	0	1	8177(c2624),91012(D3GEB)	lemma/95083
commeatus	N2	m	NcB	4	1	0	0	0	4	91009(D3GEE),91008(D3GED),91007(D3GEC),91010(D3GEF)	lemma/42875
commemoratio	N3B	f	NcC	3	1	0	1	0	2	8188(c2634),91017(D3GF3),91016(D3GF2)	lemma/95093
commemoratorium	N2	n	NcB	2	1	0	1	0	1	8190(c2635),91018(D3GF4)	lemma/95094
commemoro	V1		VmF	2	1	0	1	0	1	8191(c2637),147321(D3GF1)	lemma/95097
commenda	N1	f	NcA	9	1	0	0	0	9	91027(D3GF7),91026(D3GF6),91028(D3GF8),91029(D3GF9),91033(D3GFD),91025(D3GF5),91032(D3GFC),91031(D3GFB),91030(D3GFA)	lemma/42879
commendatarius	N2/1	*	Af-	4	1	0	0	0	4	91042(D3GGA),91041(D3GG9),91040(D3GG8),91039(D3GG7)	lemma/42883
commendatia	N1	f	NcA	2	1	0	0	0	2	91045(D3GGD),91044(D3GGC)	lemma/42885
commendatio	N3B	f	NcC	5	1	0	1	0	4	8194(c2640),91049(D3GGH),91048(D3GGG),91046(D3GGE),91047(D3GGF)	lemma/95100
commendator	N3B	m	NcC	4	1	0	1	0	3	8196(c2642),91055(D3GH8),91054(D3GH7),91053(D3GH6)	lemma/95103
commendatorius	N2/1	*	Af-	2	1	0	1	0	1	91056(D3GHA),8197(c2642)	lemma/95102
commentariensis	N3B	m	NcC	3	1	0	1	0	2	91073(D3H06),91072(D3H05),8205(c2649)	lemma/95110
commentarium	N2	n	NcB	2	1	0	1	0	1	91070(D3H08),8207(c2651)	lemma/95114
commentator	N3B	m	NcC	2	1	0	1	0	1	8210(c2653),91075(D3H09)	lemma/95116
commentum	N2	n	NcB	2	1	0	1	0	1	8215(c2636),91065(D3H0A)	lemma/95096
commeo	V1		VmF	2	1	0	1	0	1	91011(D3GEA),8216(c2658)	lemma/95122
commercium	N2	n	NcB	5	1	0	1	0	4	8219(c2661),91076(D3H11),91079(D3H14),91078(D3H13),91077(D3H12)	lemma/95125
commilito	N3B	m	NcC	2	1	0	1	0	1	8231(c2672),91097(D3H1F)	lemma/95137
comminatio	N3B	f	NcC	2	1	0	1	0	1	8234(c2674),91098(D3H1H)	lemma/95139
commino	V1		VmF	2	1	0	1	0	1	8238(c7677),91100(D3H1G)	lemma/97589
commisculus	N2/1	*	Af-	2	1	0	1	0	1	91105(D3H26),8245(c2684)	lemma/95150
commisero	N3B	m	NcC	2	1	0	1	0	1	8249(c2688),91106(D3H27)	lemma/95154
commissio	N3B	f	NcC	5	1	0	1	0	4	91119(D3H2B),91120(D3H2C),91121(D3H2D),91122(D3H2E),8251(c2690)	lemma/95157
commissum	N2	n	NcB	4	1	0	1	0	3	8254(c2692),91112(D3H31),91113(D3H32),91114(D3H33)	lemma/95161
commissura	N1	f	NcA	2	1	0	1	0	1	91127(D3H34),8255(c2687)	lemma/95153
committo	V3		VmH	4	1	0	1	0	3	91109(D3H3A),91108(D3H39),91107(D3H38),8258(c2695)	lemma/95164
commixtim	I		X--	2	1	0	1	0	1	8260(c2697),91130(D3H3E)	lemma/95166
commodum	N2	n	NcB	3	1	0	1	0	2	8274(c2708),91132(D3H46),91131(D3H45)	lemma/95178
commolo	V3		VmH	2	1	0	1	0	1	8279(c2711),147322(D3H47)	lemma/95182
commonitorium	N2	n	NcB	3	1	0	1	0	2	8286(c2716),91144(D3H4E),91145(D3H4F)	lemma/95188
commoto	V1		VmF	2	1	0	1	0	1	91149(D3H50),8300(c2731)	lemma/95205
commulco	V1		VmF	2	1	0	1	0	1	8306(c2736),147323(D3H53)	lemma/95210
communalis	N3A	*	Af-	2	1	0	1	0	1	91162(D3H58),8308(c2738)	lemma/95212
communantia	N1	f	NcA	3	1	0	0	0	3	91166(D3H5B),91165(D3H5A),91167(D3H5C)	lemma/42956
commune	N3B	n	NcC	4	1	0	1	0	3	8310(c4577),91152(D3H5F),91153(D3H5G),91154(D3H5H)	lemma/97199
communia	N1	f	NcA	5	1	0	0	0	5	91175(D3H65),91172(D3H62),91173(D3H63),91174(D3H64),91176(D3H66)	lemma/42961
communialis	N3A	*	Af-	2	1	0	0	0	2	91177(D3H67),91178(D3H68)	lemma/42962
communicarius	N2/1	*	Af-	2	1	0	1	0	1	91189(D3H71),8311(c2740)	lemma/95214
communicatio	N3B	f	NcC	2	1	0	1	0	1	8312(c2741),91190(D3H73)	lemma/95215
communico	V1		VmF	2	1	0	0	0	2	91186(D3H6H),91185(D3H6G)	lemma/95220
communio	N3B	f	NcC	10	1	0	1	0	9	91197(D3H7B),91194(D3H78),91195(D3H79),91202(D3H7G),91201(D3H7F),91200(D3H7E),91196(D3H7A),91199(D3H7D),91198(D3H7C),8318(c2747)	lemma/95222
communis	N3A	*	Af-	3	1	0	1	0	2	8320(c4552),91160(D3H81),91158(D3H7H)	lemma/97171
communitas	N3B	f	NcC	4	1	0	1	0	3	91204(D3H83),91205(D3H84),91203(D3H82),8321(c2749)	lemma/95224
communium	N2	n	NcB	2	1	0	0	0	2	91156(D3H85),91157(D3H86)	lemma/42975
compactio	N3B	f	NcC	2	1	0	1	0	1	8342(c2768),91224(D3H98)	lemma/95245
compaganus	N2	m	NcB	2	1	0	1	0	1	8347(c2772),91232(D3H9B)	lemma/95249
compagina	N1	f	NcA	2	1	0	1	0	1	91234(D3H9F),8349(c2774)	lemma/95251
compagino	V1		VmF	2	1	0	1	0	1	8351(c2776),91233(D3H9G)	lemma/95253
compago	N3B	f	NcC	2	1	0	1	0	1	91235(D3HA2),8352(c7776)	lemma/97591
compar	N3A	*	Af-	2	1	0	1	0	1	91252(D3HAE),8355(c2779)	lemma/95256
compassio	N3B	f	NcC	2	1	0	1	0	1	8377(c2794),91279(D3HC8)	lemma/95273
compassus	N4	m	NcD	2	1	0	0	0	2	91278(D3HCD),91277(D3HCC)	lemma/43038
compatientia	N1	f	NcA	2	1	0	1	0	1	91282(D3HD4),8380(c9942)	lemma/97785
compatriota	N1	m	NcA	2	1	0	1	0	1	91286(D3HD5),8382(c2798)	lemma/95277
compedis	N3B	m	NcC	2	1	0	0	0	2	91290(D3HEC),91291(D3HED)	lemma/43060
compellatio	N3B	f	NcC	2	1	0	1	0	1	8393(c2808),91292(D3HDC)	lemma/95287
compello	V1		VmF	2	1	0	1	0	1	8395(c2811),147324(D3HDB)	lemma/95290
compendio	V1		VmF	2	1	0	1	0	1	8400(c2813),147325(D3HDF)	lemma/95294
compendium	N2	n	NcB	6	1	0	1	0	5	8402(c2815),91296(D3HE0),91297(D3HE1),91298(D3HE2),91294(D3HDG),91295(D3HDH)	lemma/95296
compendo	V3		VmH	2	1	0	1	0	1	91299(D3HDE),8403(c2816)	lemma/95297
compera	N1	f	NcA	2	1	0	0	0	2	91303(D3HE6),91304(D3HE5)	lemma/43054
compesco	V3		VmH	2	1	0	1	0	1	8420(c2832),147326(D3HEF)	lemma/95314
competentia	N1	f	NcA	2	1	0	1	0	1	91315(D3HF0),8421(c9943)	lemma/97786
competitio	N3B	f	NcC	2	1	0	1	0	1	91318(D3HF5),8422(c2833)	lemma/95315
competitor	N3B	m	NcC	2	1	0	1	0	1	8423(c2834),91319(D3HF6)	lemma/95316
competo	V3		VmH	3	1	0	1	0	2	8425(c2836),91314(D3HF2),91313(D3HF3)	lemma/95318
complacentia	N1	f	NcA	2	1	0	0	0	2	91326(D3HFE),91327(D3HFF)	lemma/43070
complaceo	V2		VmG	2	1	0	1	0	1	91328(D3HFG),8437(c2847)	lemma/95331
complanta	N1	f	NcA	2	1	0	0	0	2	91339(D3HGA),91340(D3HGB)	lemma/43082
complanto	V1		VmF	2	1	0	1	0	1	8443(c2853),91338(D3HGD)	lemma/95337
compleo	V2		VmG	3	1	0	1	0	2	91348(D3HH4),91347(D3HH3),8446(c2856)	lemma/95341
completa	N1	f	NcA	2	1	0	0	0	2	91349(D3HH5),91350(D3HH6)	lemma/43089
completor	N3B	m	NcC	2	1	0	1	0	1	8449(c2859),91351(D3HH7)	lemma/95345
completorium	N2	n	NcB	2	1	0	1	0	1	91352(D3HH8),8450(c2859)	lemma/95344
complex	N3A	*	Af-	2	1	0	1	0	1	8451(c2861),91358(D3HH9)	lemma/95347
complexio	N3B	f	NcC	2	1	0	1	0	1	8453(c2863),91353(D3HHB)	lemma/95349
complexiuus	N2/1	*	Af-	2	1	0	1	0	1	91355(D3HHE),8454(c2864)	lemma/95350
complexo	V1		VmF	2	1	0	1	0	1	8455(c4820),147329(D3HHA)	lemma/97463
compluuium	N2	n	NcB	2	1	0	1	0	1	8473(c2879),91365(D4007)	lemma/95365
compono	V3		VmH	3	1	0	1	0	2	8475(c2881),147330(D400A),147331(D400B)	lemma/95367
comporto	V1		VmF	2	1	0	1	0	1	8479(c2885),147332(D400D)	lemma/95371
compositio	N3B	f	NcC	3	1	0	1	0	2	8482(c2888),91374(D4012),91373(D4011)	lemma/95374
compositor	N3B	m	NcC	3	1	0	1	0	2	8484(c2890),91376(D4014),91375(D4013)	lemma/95376
compostus	N2	m	NcB	2	1	0	0	0	2	91377(D4019),91378(D401A)	lemma/43108
compotio	V4		VmL	2	1	0	1	0	1	8491(c7886),147333(D401B)	lemma/97596
comprehendo	V3		VmH	2	1	0	1	0	1	8500(c2895),147334(D4020)	lemma/95381
compresbyter	N2	m	NcB	2	1	0	1	0	1	8505(c2900),91388(D4021)	lemma/95386
compresso	V1		VmF	2	1	0	1	0	1	8507(c2902),147335(D4022)	lemma/95388
compromissarius	N2/1	*	Af-	2	1	0	1	0	1	91397(D402A),8516(c2911)	lemma/95397
compromissum	N2	n	NcB	2	1	0	1	0	1	91396(D402D),8517(c2985)	lemma/95474
